RDKit Canonical Smiles,Molecule ChEMBL ID,Fingerprints_tsne_x,Fingerprints_ tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski RO5 violations,Follows Lipinski’s RO5,QED_weighed,Bioactivity (P-glycoprotein 1)
C[N+](C)=c1ccc2c(-c3ccccc3)c3cc4c5c(c3[se]c-2c1)CCCN5CCC4.F[P-](F)(F)(F)(F)F,CHEMBL490121,0.3041349,0.9723839,0.57547975,0.8398634,0.024850309,0.5027494,0.317750721807684,-0.125098549254541,0.357947627477455,-0.075650676160873,0.302329514730538,0.27665600409764,603.45,,,,,Undefined,,0
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,CHEMBL165,0.11460963,0.25372824,0.58186364,0.9234253,0.9906962,0,0.34995245689296,-0.113398179161289,0.345078015750325,0.082806481904599,0.499418729972436,0.057954494097088,228.25,2.97,8.49,,0,True,0.69,0
Oc1ccc(-c2cccc(-c3cc(O)cc(O)c3)c2)cc1,CHEMBL207941,0.0722864,0.2911319,0.7904804,0.94532555,0.9831954,0.027170539,0.291308879362986,-0.134574342544655,0.218958028989187,0.009355274456535,0.565969430356251,0.144336368064518,278.31,4.14,9.02,,0,True,0.66,0
OC[C@]12C3C4C1N(Cc1ccccc1)C1C(C(N3Cc3ccccc3)[C@]1(CO)[C@H]4c1ccccc1)[C@H]2c1ccccc1,CHEMBL379683,0.53570336,0.34534276,0.47847098,0.776058,0.5179908,0.51897657,0.347091622133433,0.183148454094878,0.489821246682062,0.022446632754006,0.161464660115859,-0.023922988465343,554.73,5.29,,8.85,2,False,0.31,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,CHEMBL555611,0.52688384,0.7848234,0.32227993,0.950555,0.7707846,0.42813024,0.425557656787673,0.095576456645861,0.667282629649652,0.102712175917324,0.571901429602406,0.205585043612753,461.52,4.47,,8.36,0,True,0.39,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(Br)cc3)cc1)CC2,CHEMBL261857,0.51316375,0.7858356,0.3201576,0.9472106,0.779601,0.54699284,0.468519951861571,0.093512571620828,0.68241451322135,0.104801169032686,0.623569405085096,0.224190138546442,495.42,5.32,,8.36,1,True,0.48,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3Br)cc1)CC2,CHEMBL408709,0.5037362,0.76006055,0.3168928,0.9449593,0.7799287,0.54734963,0.528635206468678,0.099252281070006,0.65759246259588,0.097108050155921,0.629301226210673,0.227544579414379,495.42,5.32,,8.36,1,True,0.48,0
Nc1ccc(C(=O)Nc2ccc(CCN3CCc4ccccc4C3)cc2)cc1,CHEMBL410897,0.54316545,0.8214433,0.32433456,0.95975935,0.96132934,0.047035336,0.602650570022823,0.12408920402332,0.423106520602702,0.085091318124526,0.640500096560151,0.152998659227976,371.48,4.12,,9.17,0,True,0.66,0
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,CHEMBL2059229,0.4180776,0.48685482,0.19503298,0.8445968,0.95391625,0.035827637,0.298984090169498,0.0316613019047,0.319253040336184,0.117099111675764,0.596564869738767,0.137958913120986,339.44,3.14,,8.02,0,True,0.79,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2,CHEMBL442464,0.53835285,0.7804508,0.3507843,0.95575786,0.77806115,0.43882775,0.457109728705903,0.105278222748934,0.65252182436166,0.088681775041554,0.547619474424833,0.20436479042277,461.52,4.47,13.93,8.36,0,True,0.39,0
O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL261618,0.54257005,0.8096248,0.3231387,0.9597271,0.9626563,0.05327356,0.581011684019849,0.12067952535666,0.428025230740813,0.083188124877598,0.631476999970394,0.156584094526938,401.47,4.45,,9.17,0,True,0.49,0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL103,0.6996149,0.24683815,0.62720793,0.7794632,0.66704684,0.12758505,0.273912205971148,0.182812005684472,0.436672664125856,-0.002184403858611,0.22774215874324,0.011971537468803,314.47,4.72,,,0,True,0.7,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4ccccc34)cc1)CC2,CHEMBL259976,0.4954037,0.7579505,0.33383676,0.9427998,0.7752105,0.45289806,0.488630596578035,0.091057000386665,0.678964734383923,0.09846388703368,0.565218802768547,0.217310521796333,466.58,5.71,,8.36,1,True,0.38,0
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,CHEMBL1503,0.14014626,0.36523882,0.46057135,0.83692795,0.8539525,0.82185256,0.448966087087318,-0.138742285539246,-0.076619048588123,0.094110144170655,0.690905456503787,0.265141433872822,345.42,2.9,9.68,4.77,0,True,0.77,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@](O)(C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372488,0.9741111,0.25044426,0.3385366,0.6350283,0.25144118,0.17212817,0.602334249690933,0.220298384545468,0.675086910922868,0.082540336147113,0.719030629241656,0.31637198137984,1248.66,,,,,Undefined,,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CHEMBL114,0.46225476,0.3606979,0.5779773,0.8079234,0.532321,0.43862316,0.362046413635667,0.190972135041353,0.70472005632471,0.041990770265995,0.293455396890919,0.001692285288166,670.86,3.09,13.61,8.47,3,False,0.2,0
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEMBL584,0.46300867,0.36091506,0.58153933,0.80534893,0.5321133,0.43800113,0.392468543245194,0.19312640919157,0.614760280938368,0.02646894882469,0.184892277200748,-0.025901505983258,567.8,4.75,9.32,8.18,1,True,0.33,0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,0.48970994,0.54559916,0.65471286,0.83928835,0.9565835,0.14871517,0.233544737435487,0.120493725488227,0.223620092559592,-0.091232757018967,0.541709530586571,0.093005388196185,344.85,5.38,,6.26,1,True,0.45,0
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL45816,0.26598465,0.3798891,0.59285057,0.81793445,0.5865613,0.3437912,-0.093440587208161,-0.168239270057598,0.60509198451248,-0.00266145757486,0.153475796178169,-0.096068575216306,495.64,5.27,12.54,9.82,1,True,0.37,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N1C,CHEMBL2372477,0.9717518,0.34075695,0.28204018,0.6218804,0.2857319,0.120236754,0.586710187829858,0.230974344553302,0.639127250854825,0.085317290937486,0.701711305077846,0.297606194668046,1174.58,,,,,Undefined,,0
COCCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL13,0.37737924,0.42657468,0.2267319,0.85311383,0.83086044,0.37312648,-0.081851926587778,-0.17607801585827,0.366627959724156,0.127021828973732,0.723110199034076,0.140991970432713,267.37,1.61,,9.67,0,True,0.71,0
CC[C@@H]1NC(=O)[C@H](CC2CCCCC2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C1=O,CHEMBL2372476,0.955258,0.38151368,0.27359393,0.6059286,0.28142226,0.10758197,0.600209101178927,0.239013955076605,0.623305153719416,0.064121041081857,0.703057241812366,0.301040981425035,1186.64,,,,,Undefined,,0
O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,CHEMBL428402,0.51997906,0.84773767,0.3890627,0.945973,0.9489392,0.09047556,0.564631289874234,0.104690693435239,0.246035278564574,0.05442429659685,0.525143526321992,0.195200337452734,526.64,6.34,,9.17,2,False,0.26,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,CHEMBL772,0.26307103,0.13175225,0.59398335,0.8222372,0.58667535,0.42927802,0.325069592923898,-0.035156348078478,0.359880558691428,-0.003595478535094,0.026078808489827,-0.117169414328685,608.69,4.17,,7.02,2,False,0.37,0
COc1ccc(CCN(C)CCN2C(=O)C3C4c5ccccc5C(c5ccccc54)C3C2=O)cc1OC,CHEMBL209128,0.31087035,0.51968306,0.4275403,0.7958363,0.70537853,0.36439157,0.211071005526699,-0.155790678872546,0.170585930644379,0.038666459106453,0.34600099570815,0.172301759072808,496.61,4.07,,8.46,0,True,0.44,0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,CHEMBL729,0.46126676,0.31174675,0.6069419,0.80442435,0.5387324,0.43671405,0.215188230563056,0.192724679746308,0.475765641464574,0.026032068052968,0.237894261328882,-0.029165557726011,628.81,4.33,13.39,,1,True,0.2,0
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,CHEMBL1163,0.46640846,0.30761656,0.6058194,0.8155607,0.5313742,0.43070003,0.166599338993433,0.186136316844013,0.637338091046664,0.000346491646538,0.391536379487451,0.070001355836878,704.87,4.21,11.92,4.42,2,False,0.15,0
COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945303,0.01988107,0.4315434,0.684438,0.97980547,0.7705099,0.7712927,0.589817152198437,-0.101557203762196,0.560014045816127,0.068961880897263,0.57607939474297,0.245426561346597,414.44,4.6,12.61,,0,True,0.45,0
COc1cc(C(=O)Nc2ccc(-c3cccnc3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945304,0.0365099,0.44204006,0.6643933,0.98702526,0.7728835,0.7563048,0.580617106567925,-0.092653874931581,0.603684543397428,0.087315894927664,0.536593639619156,0.238481663561633,409.4,3.93,12.66,4.69,0,True,0.46,0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(O)c(O)c2)C(C)C)cc1OC,CHEMBL1945986,0.30804744,0.46185312,0.3644026,0.8974091,0.6778672,0.23920403,0.326902514692137,-0.156117084046822,0.409064758375938,0.109857938424919,0.215821271679815,-0.004720320981827,426.56,4.49,9.1,12.69,0,True,0.52,0
CCCCCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)C(C)(C)OC(=O)[C@H]1C,CHEMBL40037,0.7268417,0.3732213,0.66232693,0.72715986,0.5493002,0.36532098,0.516792003369874,0.19884101055042,0.60404681847951,0.033840684145245,0.357212343588485,0.072100392188371,519.68,4.68,,,1,True,0.24,0
Cc1cccc2c(CC(=O)O)cn(C(=O)c3ccc(Cl)cc3)c12,CHEMBL2170689,0.41656443,0.35022756,0.7729653,0.8298292,0.7932701,0.8447335,0.119373226382859,0.110535856863799,0.461713610906702,-0.06374944134499,0.614916795367675,0.254591014316633,327.77,3.92,3.95,,0,True,0.79,0
CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,CHEMBL290432,0.7438565,0.3475783,0.65501964,0.7199478,0.551983,0.35146132,0.577169732643364,0.210430905046224,0.582500877847531,0.02559016566318,0.301585030469973,0.027161932117767,489.65,4.3,,,0,True,0.41,0
CC(C)C[C@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,CHEMBL2372458,0.9449986,0.3716453,0.28648,0.6070365,0.2819691,0.06886521,0.578017343949935,0.234876141790408,0.609796249437858,0.058537001792718,0.697406329867262,0.297606194668046,1160.6,,,,,Undefined,,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccc(OCC3CCCCC3)cc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL1790696,0.83477855,0.298864,0.5420635,0.74291164,0.28849375,0.24619989,0.603221693213005,0.218239521138501,0.741998891212019,0.039520134177635,0.680120450733714,0.302647899206082,1137.51,,,,,Undefined,,0
CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372471,0.9420444,0.32475397,0.28100187,0.6335204,0.2666198,0.1162996,0.583104538058391,0.22972898327299,0.63655627159107,0.086763516940429,0.713232746527444,0.305163729857035,1202.63,,,,,Undefined,,0
COc1cc(OC)c(C(=O)N(C)c2ccc(-c3cccnc3)cc2F)cc1OC,CHEMBL3317938,0.055734217,0.52607065,0.5801386,0.9711308,0.7765745,0.7368789,0.554526657684696,-0.128327449670833,0.580288230158478,0.064879305409789,0.481936598317774,0.233264202391294,396.42,4.19,,4.71,0,True,0.63,0
CC(C)(C)c1cc(-c2ccc(C(=O)O)s2)cc(C(C)(C)C)[te+]1.F[P-](F)(F)(F)(F)F,CHEMBL2087764,0.25044316,0.9092204,0.5804549,0.78724515,0.007572472,0.49493715,0.101901325697961,-0.189927638483672,0.394850597707164,-0.016747096249354,0.301891210626911,0.277213403702941,576.01,,,,,Undefined,,0
CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372482,0.9413861,0.33521193,0.26972875,0.631304,0.25122082,0.10996553,0.588428650632131,0.230211058607304,0.635104863001016,0.087802991880044,0.719383375137905,0.310245607339597,1230.69,,,,,Undefined,,0
CN1CCC(C)(C)c2cc3c(-c4ccc(C(=S)N5CCCCC5)s4)c4ccc(=[N+](C)C)cc-4sc3cc21.F[P-](F)(F)(F)(F)F,CHEMBL2205793,0.2633957,0.95395136,0.62026983,0.8429705,0.013580859,0.4798602,0.212114098721479,-0.178794711231853,0.382229561219716,-0.06790734110345,0.302034994992114,0.279111575331803,691.81,7.05,,3.29,2,False,0.15,0
CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C/C=C/CO)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(C)C1=O,CHEMBL2372472,0.95464075,0.3430785,0.26508805,0.62276065,0.26195174,0.1038129,0.573430057224708,0.229332275445794,0.636313339603636,0.086502392801008,0.716247007103967,0.306685280130964,1218.63,,,,,Undefined,,0
CCCCCCC[C@H]1OC(=O)CC(O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,CHEMBL2311090,0.7438726,0.3475837,0.65460205,0.71888834,0.55198526,0.35150325,0.57716925887363,0.210440948282356,0.582696401733112,0.024590863668091,0.301579176639469,0.027166953735833,489.65,4.3,,,0,True,0.41,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372489,0.98587024,0.3289956,0.2563009,0.6263708,0.27157477,0.11694515,0.595465307514391,0.230386815239606,0.635800714606007,0.088455802228594,0.7085977738266,0.303692395763763,1188.61,,,,,Undefined,,0
CCCCCC[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372500,0.9445052,0.38636437,0.2793685,0.6057662,0.2816746,0.09676579,0.595912882142464,0.240324597391772,0.611387350292897,0.060445216657712,0.704410614967097,0.300142111791261,1174.62,,,,,Undefined,,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CO)N(C)C(=O)[C@H](C2CCCCC2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL2369623,0.84897166,0.3238506,0.5450265,0.7314493,0.3099005,0.23034364,0.600941413407528,0.222201577792396,0.759153326678104,0.052194698175646,0.655678147800289,0.306534631588991,1033.36,,,,,Undefined,,0
CC(C)(C)OC(=O)CC(C(=O)[C@H](Cc1ccc(OC(C)(C)C)cc1)NC(=O)OC(C)(C)C)S(=O)(=O)c1ccccc1,CHEMBL1253897,0.501928,0.27364635,0.62959003,0.8079717,0.5348369,0.47296107,0.308025584394366,0.184313469486138,0.51561169641024,-0.010163754965125,0.07866122892153,-0.084061886421043,589.75,5.44,13.28,,2,False,0.36,0
COc1ccc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc1O,CHEMBL1945982,0.035268277,0.39329976,0.6837049,0.99056333,0.7949901,0.87099624,0.482846848234534,-0.102546462521154,0.581531085692708,0.088541169735712,0.645466215293838,0.253516388050558,364.36,4.23,9.22,,0,True,0.52,0
COc1cc(NC(=O)c2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945314,0.058260977,0.38897568,0.6933628,0.96100724,0.77141637,0.7537902,0.573461810717474,-0.100562923385173,0.572787083524526,0.033454019554181,0.525619921278973,0.23849672841583,408.41,4.54,13.35,,0,True,0.46,0
COc1cc(C(=O)Nc2ccc(-c3cccs3)cc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945516,0.015020579,0.41958934,0.6849213,0.9797903,0.7942472,0.89189863,0.50304162064477,-0.112464158201056,0.543595896141394,0.06826387598612,0.67491481722581,0.241012559066782,386.39,4,8.6,,0,True,0.35,0
COc1ccc(-c2cccc(-c3cc(OC)cc(OC)c3)c2)cc1,CHEMBL206919,0.101935625,0.30693287,0.77869487,0.9429501,0.83544016,0.74298155,0.603515623138318,-0.098227870984589,0.307500859881227,0.017354712035312,0.599513695224258,0.255494905568472,320.39,5.05,,,1,True,0.66,0
COc1cc(OC)cc(-c2ccc(-c3ccc(O)cc3)cc2)c1,CHEMBL207903,0.093459874,0.29883218,0.7832134,0.9420901,0.8455826,0.77059853,0.594160170100307,-0.096269439938937,0.307439354481038,0.017746398244442,0.702333462963991,0.274140173446688,306.36,4.74,9.89,,0,True,0.76,0
Oc1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,CHEMBL427392,0.072832495,0.29054934,0.792611,0.94456255,0.9862822,0.012605786,0.299698090232252,-0.133846207925118,0.226317211937555,0.010289295416769,0.578671060366044,0.156890413228951,278.31,4.14,9.02,,0,True,0.66,0
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,CHEMBL83527,0.12456557,0.2591263,0.5911313,0.92342967,0.8533163,0.73690814,0.539064974829093,-0.086954338426928,0.413215922013643,0.092548420952199,0.710393138216548,0.261957728019122,256.3,3.58,9,,0,True,0.85,0
Oc1cc(O)cc(-c2ccc3cc(O)ccc3c2)c1,CHEMBL197892,0.07513443,0.3007107,0.7973888,0.93694115,0.99072576,0.010246128,0.355681940055943,-0.135448104088099,0.224183825534697,-0.000145626923907,0.557883764785549,0.136045676637926,252.27,3.62,9.01,,0,True,0.62,0
COc1cc(/C=C/c2ccccc2O)cc(OC)c1,CHEMBL206049,0.13540566,0.26905638,0.6041656,0.92369705,0.85183567,0.7376636,0.531285151873152,-0.092970236869724,0.374430670404192,0.085457896243328,0.694356549434397,0.262515127624423,256.3,3.58,9.33,,0,True,0.85,0
COc1ccc(C(=O)Nc2ccc(-c3cccnc3)cc2F)cc1,CHEMBL3317928,0.07895255,0.50216514,0.5690702,0.97992903,0.8388526,0.86442685,0.433045899801879,-0.117972873219209,0.505970203087212,0.070744555310612,0.740109077720237,0.250729390024054,322.34,4.15,,4.71,0,True,0.78,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CCCCCCCCc1cn(CCCCCCCCC(=O)O[C@H](c2ccnc3ccc(OC)cc23)[C@@H]2C[C@@H]3CCN2C[C@@H]3C=C)nn1)c1ccnc2ccc(OC)cc12,CHEMBL2042914,0.44200978,0.61611825,0.5416519,0.79839987,0.64745456,0.49106205,0.111089009995041,0.014336719577782,0.489096876009785,0.004338678008828,0.490004296858394,0.065773153425497,994.33,11.76,,8.79,3,False,0.03,0
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](COC(=O)CCCCCCCCCCC(=O)OC[C@@H]4C=C[C@H](n5cnc6c(NC7CC7)nc(N)nc65)C4)C3)c2n1,CHEMBL3220346,0.5372522,0.10270876,0.7303787,0.7794664,0.91141856,0.100346774,0.316157087422112,0.205318897855267,0.660059199901415,0.011474397280292,0.358108236706159,0.143819141403743,766.95,6.2,,7.07,4,False,0.04,0
COc1ccccc1/C=C/C=C/C(=O)c1cc(OC)c(O)c(OC)c1,CHEMBL3233491,0.21494114,0.28586292,0.5743993,0.9001681,0.8287934,0.764292,0.541553653765567,-0.07082992281773,0.532719596602141,0.091840372804925,0.660452470405295,0.270529630057397,340.38,3.87,7.8,,0,True,0.47,0
COc1cc(C(=O)Nc2ccc(Br)cc2)cc(OC)c1OC,CHEMBL1944863,0.08560887,0.42327803,0.6165002,0.9871473,0.8024679,0.96374035,0.595264782246968,-0.101833392755814,0.682712857818232,0.108738117596252,0.598735845778871,0.165854001476356,366.21,3.73,,,0,True,0.88,0
COc1cc(C(=O)Nc2ccc(Br)cc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945513,0.0037807524,0.41175237,0.66468716,0.9990223,0.80301267,0.9564402,0.477166581918192,-0.113704497863302,0.603901304084958,0.092508248007673,0.729866642723499,0.139128950130311,383.15,3.03,8.6,,0,True,0.42,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2NC(C)=O)cc(OC)c1OC,CHEMBL1944868,0.05529791,0.43918425,0.6472604,0.9781916,0.7402892,0.71141845,0.588322125415284,-0.092869804508409,0.644762440931387,0.095240008235454,0.346440190391283,0.199127242780169,420.47,4.59,12.93,,0,True,0.58,0
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,CHEMBL8260,0.17714955,0.66152596,0.8682059,0.90661794,0.99521166,0.015924245,0.214217353608723,-0.149081797136673,0.416530359421505,-0.056402814114764,0.531145615085308,0.129422162409172,270.24,2.58,6.76,,0,True,0.59,0
COc1ccc(CCNCCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL2074971,0.297572,0.4394153,0.3761456,0.8974877,0.6640739,0.2525225,0.428748922152656,-0.143176374291324,0.451525049081211,0.103892256162781,0.192261309322516,-0.028040715279277,470.61,4.76,,10.29,0,True,0.4,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,CHEMBL1487,0.5569064,0.6197718,0.6447969,0.8272091,0.52601826,0.55484927,0.275256200354343,0.137451729696343,0.464222870349771,-0.051808033584582,0.397323113896962,0.106659167717022,558.65,6.31,4.31,,2,False,0.16,0
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,0.45807573,0.49345446,0.52162874,0.8454386,0.58883977,0.47570214,0.008086811456198,0.121869648838249,0.255622372657694,0.03835009716831,-0.206290423866812,-0.156789980867635,371.52,6,,8.76,1,True,0.45,0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CHEMBL503,0.68727696,0.16075143,0.64870346,0.76769453,0.58727497,0.26057613,0.458057101311082,0.195983709870995,0.54981040718406,0.022235724795244,0.129961679765572,-0.058049904840338,404.55,4.2,,,0,True,0.67,0
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CHEMBL651,0.5331851,0.4705071,0.48648328,0.81483305,0.6247017,0.23497003,0.268255693537234,0.186889559553879,0.368807983211991,0.016496015346065,0.146789058543664,-0.009772068755995,309.45,4.29,,9.12,0,True,0.76,0
