RDKit Canonical Smiles,Molecule ChEMBL ID,Fingerprints_tsne_x,Fingerprints_ tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski RO5 violations,Follows Lipinski’s RO5,QED_weighed,Bioactivity (P-glycoprotein 1)
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CHEMBL70,0.69497705,0.44252825,0.61287105,0.8267394,0.8691392,0.8728327,0.360260876873822,0.200583512019243,0.405287161847272,-0.04095129532638,0.632783748232022,0.152426194768478,285.34,1.2,10.26,9.12,0,True,0.7,0
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,CHEMBL389621,0.6981764,0.24012168,0.6237076,0.78157973,0.6663618,0.12986857,0.328089632450321,0.184735285403663,0.544182503771592,0.014632995043663,0.220996004185405,0.006809314097188,362.47,1.78,12.59,,0,True,0.7,0
COCO[C@@H]1CC(=O)OC[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]1Cc1ccccc1,CHEMBL40066,0.75113356,0.37827936,0.64683336,0.72640854,0.5461053,0.344607,0.521327399782538,0.198208286674132,0.548194884200044,0.020141710061816,0.312131242449148,0.061158286423051,435.52,2.2,,,0,True,0.5,0
C[C@@H]1C(=O)OCC(=O)N(C)[C@@H](Cc2ccccc2)[C@@H](O)CC(=O)O[C@@H]1C,CHEMBL39957,0.71481407,0.34794557,0.6797792,0.7207049,0.64008015,0.20178059,0.540508256783711,0.198599972883262,0.536749523965757,0.019212710719648,0.043411202410233,-0.084086994511372,363.41,0.93,,,0,True,0.79,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CCC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372469,0.95241404,0.29882246,0.2900231,0.62994367,0.25813678,0.13675165,0.594059902771021,0.229226821466413,0.638957259075048,0.085467939479459,0.713975053324011,0.310200412777005,1202.63,,,,,Undefined,,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(NC(=O)c4cnc5ccccc5c4)c(OC)c(OC)c3)cc1)CC2,CHEMBL506742,0.5019192,0.84064794,0.39744213,0.9386739,0.6889328,0.5008682,0.368590469761076,0.054534772194297,0.385491229449638,0.051155223236031,0.269489306940168,0.167460919257403,646.74,6.37,,8.36,2,False,0.17,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,CHEMBL455275,0.47803158,0.8359903,0.39089292,0.9299029,0.6908479,0.5158036,0.488036919639079,0.048318009028869,0.485626007005384,0.06371429001853,0.36233792069889,0.183474859269154,644.73,6.14,,8.36,2,False,0.17,0
CCCC[C@H]1OC(=O)C[C@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,CHEMBL38977,0.721316,0.36278313,0.67166775,0.72478676,0.5619022,0.36148793,0.495710466034249,0.197364654839082,0.587909282455852,0.031731604557621,0.208753335355713,-0.026895786360281,449.54,2.73,,,0,True,0.45,0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL44657,0.31731936,0.10201579,0.60115904,0.8244568,0.55539566,0.59689367,0.232223078894483,0.008320821134986,0.376941192829723,-0.014391957376506,0.098255234083279,-0.091182540838309,588.56,1.34,9.33,,2,False,0.43,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,CHEMBL384467,0.696926,0.23120546,0.62204874,0.78244764,0.66560006,0.13130134,0.393502169794379,0.187763321097324,0.57533205424197,0.019860499450133,0.186831492955062,0.001662155579771,392.47,1.9,12.42,,0,True,0.67,0
CC(C)[C@@H]1OC(=O)[C@@H](C)COC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C1=O,CHEMBL38750,0.75723547,0.36739087,0.63960063,0.72110677,0.563698,0.33682874,0.561694450126586,0.203440812698668,0.531962250008798,0.010038214513481,0.146433191565225,-0.046068324135403,391.46,1.57,,,0,True,0.79,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372490,0.97928727,0.32376072,0.28985044,0.62769866,0.26691124,0.12792677,0.590841435240403,0.229688810328464,0.639315728449588,0.085397636826538,0.711099263855129,0.305640783573283,1188.61,,,,,Undefined,,0
COc1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2c1,CHEMBL446339,0.49573615,0.83333325,0.39597744,0.93838173,0.69870067,0.5105973,0.436885756792281,0.059938033233068,0.468437111315646,0.059702017183977,0.422249121535073,0.182068806210737,616.72,6.37,,8.36,2,False,0.19,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cnc2ccccc2n1,CHEMBL506278,0.474622,0.80960834,0.3712867,0.92548716,0.68946034,0.5145386,0.447119197330304,0.044431276645961,0.276867207982319,0.046957150533045,0.374540872164442,0.183535118685943,645.72,5.54,13.22,8.36,3,False,0.19,0
COCO[C@H]1CC(=O)O[C@H](C)[C@H](C)C(=O)OCC(=O)N(C)[C@H]1Cc1ccccc1,CHEMBL38248,0.7146449,0.36233604,0.6706938,0.7272048,0.57243645,0.36393034,0.493705365483913,0.193558268345226,0.560106610811847,0.026263062483994,0.085770380484966,-0.079487192363123,407.46,1.56,,,0,True,0.54,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2)cc(OC)c1OC,CHEMBL1944864,0.07813436,0.4235407,0.62152344,0.98477054,0.8113513,0.7372869,0.59075432261738,-0.087180311239888,0.681991684111818,0.111590396657611,0.621430359036848,0.266431989715726,363.41,4.63,,,0,True,0.69,0
O=C(Nc1ccc(Br)cc1[N+](=O)[O-])c1cc(O)c(O)c(O)c1,CHEMBL1945315,0,0.40176368,0.6684554,1,1,0.04636854,0.18056638264632,-0.14730414434139,0.516400433249649,0.083564746232531,0.457029121729322,0.091358297470611,369.13,2.73,7.71,,0,True,0.37,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2NC(C)=O)cc(O)c1O,CHEMBL1945981,0.05985871,0.43123162,0.64797974,0.97839344,0.72097206,0.8312608,0.491623730277277,-0.107728772365031,0.626674582310134,0.094069971226129,0.386847577832122,0.147284057869127,392.41,3.98,8.79,,0,True,0.49,0
COc1cc(C(=O)Nc2ccc(-c3cccc(C(C)=O)c3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945307,0.031577855,0.42315674,0.69733363,0.98821545,0.7640166,0.75125825,0.597719316730034,-0.091453708213861,0.61570807885794,0.080240435072989,0.481554539856915,0.225992899432055,450.45,4.74,12.68,,0,True,0.3,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C)N(C)C(=O)[C@H](CO)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL1790678,0.8421035,0.31075874,0.551056,0.7315133,0.31173268,0.2222524,0.610698658915238,0.224235333109034,0.761805762876596,0.049854624156996,0.63470574204476,0.295180753142278,965.24,0.9,11.67,,2,False,0.19,0
COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,CHEMBL1779524,0.4565623,0.82939374,0.39676258,0.9223422,0.663407,0.5030244,0.480727821717051,0.029798281602298,0.32617317228403,0.049528218982721,-0.137123513172072,0.119835893521611,776.89,6.19,13.79,8.35,3,False,0.07,0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL116,0.48298356,0.3122446,0.5977229,0.7956641,0.5357507,0.4568914,0.467863259676235,0.19683236332411,0.563561635429488,0.012669542379946,0.113186501666135,-0.066832714837375,505.64,2.4,13.61,2.39,1,True,0.4,0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,CHEMBL1323,0.4836224,0.31336367,0.59841853,0.7962354,0.53415066,0.45905128,0.487172161751929,0.198625080973591,0.548091035624902,0.020508288180618,0.068202262249825,-0.087210440948282,547.67,2.38,13.59,2.39,1,True,0.36,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CO)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372508,1.0000001,0.32044697,0.29494148,0.63190687,0.26330757,0.11597183,0.59576743566227,0.226916877156157,0.638082299849742,0.08508629650646,0.713392252646457,0.305992296837887,1204.61,,,,,Undefined,,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C1=O,CHEMBL1790694,0.82899153,0.32263938,0.5668021,0.74128383,0.30443075,0.2713049,0.633630244372777,0.226635666544474,0.749538541684335,0.042533105017099,0.679658075322092,0.318380628606149,1101.44,,,,,Undefined,,0
CC[C@H](C)[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O,CHEMBL1790695,0.8316182,0.32379758,0.555404,0.7393993,0.30107328,0.26410383,0.633793675255055,0.226826488030973,0.749576061375466,0.04286453180944,0.679453712393159,0.317853358709243,1101.44,,,,,Undefined,,0
CCCCCCC[C@@H](O)[C@H](C)C(=O)OC,CHEMBL38854,0.51565003,0.21226409,0.66655105,0.7488507,0.5994868,0.22794902,0.388927814310621,0.202275797307408,0.564810239167103,0.003354440867936,-0.052368973337641,0.035301975002385,216.32,2.52,,,0,True,0.5,0
CCCCCCC[C@@H](O)[C@H](C)C(=O)O[C@H](C(=O)OC)C(C)C,CHEMBL40173,0.5156079,0.2121406,0.6665928,0.7488169,0.5951072,0.24060091,0.363935172885084,0.201638051813055,0.566183008782075,0.008566880420209,0.112455467367334,0.008602031746669,316.44,3.08,,,0,True,0.47,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1944867,0.038044482,0.418556,0.673474,0.9876569,0.7733443,0.7536886,0.562797056071829,-0.086281441606114,0.612608986265674,0.093994646955142,0.527392309611683,0.23992286794651,408.41,4.54,12.69,,0,True,0.46,0
COC(=O)C[C@@H](O)[C@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,CHEMBL37969,0.4752986,0.27328968,0.6902698,0.73615164,0.6656108,0.6018194,0.277840859955228,0.192518793405611,0.517098059029011,0.010284273798704,0.04808447915909,0.077538804553603,371.43,2.79,,,0,True,0.72,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL532,0.73757905,0.21593492,0.6751977,0.78494054,0.32633474,0.19761133,0.379560684809827,0.190404692199921,0.619280322693261,0.01864024626015,0.551551020879572,0.254339933413344,733.94,1.79,12.45,8.38,2,False,0.24,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372463,0.9829508,0.32767767,0.27505165,0.62431955,0.27480197,0.11085695,0.59073951721698,0.229020935125716,0.637632025029742,0.086236247043522,0.705736965571127,0.301618467502599,1174.58,,,,,Undefined,,0
COCO[C@@H]1CC(=O)O[C@H](C)[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]1Cc1ccccc1,CHEMBL290433,0.7455119,0.3752333,0.65218806,0.72693694,0.5445691,0.35104722,0.542258904274819,0.203209818267642,0.566387498232143,0.025449560357338,0.334837601295919,0.077358026303236,449.54,2.58,,,0,True,0.49,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N(C)CC(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372493,0.99224937,0.2906394,0.31011635,0.6315644,0.2727913,0.12101215,0.572501608935036,0.223446939072708,0.639471954793373,0.085231923430368,0.708692633716737,0.304571178925273,1190.58,,,,,Undefined,,0
COc1cc(/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1,CHEMBL383273,0.13756752,0.25407103,0.59162855,0.919901,0.82907665,0.7078962,0.617613504651385,-0.066677044677336,0.480982665109473,0.098348389818167,0.567418975109471,0.240379835190495,316.35,3.6,8.89,,0,True,0.83,0
CN/C(=N/CCSCc1nc[nH]c1C)NC#N,CHEMBL30,0.5076294,0.5045557,0.5786032,0.83159935,0.8353343,0.4024415,0.068958706607886,0.167003952013418,0.242011526332905,-0.094130230642918,0.768814321282891,0.153882464007552,252.35,0.6,13.38,6.91,0,True,0.23,0
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CHEMBL655,0.4989273,0.61131686,0.66781545,0.83352935,0.802995,0.8322894,0.119784304175237,0.08881735872933,0.409791959826183,-0.064326927422554,0.668043240734423,0.219268952841985,325.77,4.32,,6.19,0,True,0.65,0
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,CHEMBL294616,0.7935341,0.32641008,0.5230763,0.74110216,0.54202425,0.51179373,0.541278626645624,0.187030164859721,0.68381505027503,0.007035286910148,0.318523432540591,0.014020357639639,645.8,1.11,3.69,7.73,3,False,0.21,0
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CHEMBL1790041,0.5087599,0.50158584,0.65288585,0.82245076,0.8335808,0.40262812,0.059212444681439,0.166225601213223,0.311384751979688,-0.087120051823099,0.713479814748281,0.174882870758616,314.41,1.46,,7.8,0,True,0.38,0
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL1751,0.71971464,0.22183488,0.6579245,0.7963084,0.5552977,0.12189579,0.299156748693267,0.183695810464048,0.536723103449498,-0.009390425782996,0.295520430322165,0.194929170077182,780.95,2.22,7.15,,3,False,0.16,0
CC/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372465,0.9386231,0.34460542,0.28704077,0.63941044,0.25802574,0.11464319,0.591857877427555,0.228533838173336,0.651696751293528,0.085683869056287,0.718222570570652,0.308437824835919,1232.66,,,,,Undefined,,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372478,0.97044444,0.3105236,0.284967,0.6263699,0.26643735,0.1810301,0.611023455374934,0.231260576783051,0.638801084466071,0.085648717729827,0.704979590318675,0.307754884778973,1174.58,,,,,Undefined,,0
CC(C)[C@@H]1OC(=O)[C@@H](C)[C@@H](C)OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C1=O,CHEMBL37203,0.75293374,0.3597389,0.6447524,0.7210159,0.56059307,0.33906254,0.580229932040075,0.208854116973571,0.547457850518035,0.014281481779059,0.186593117495382,-0.02727742933328,405.49,1.96,,,0,True,0.77,0
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL115,0.45725062,0.36706194,0.5889961,0.8286476,0.53462744,0.4375276,0.248686084729151,0.186372332893105,0.469207399694356,-0.040795625166341,0.220452058766376,-0.034403105368612,613.8,2.87,13.01,6.76,1,True,0.26,0
COc1cc(C(=O)Nc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)cc(OC)c1OC,CHEMBL1945309,0.07053375,0.4074106,0.63967496,0.9876046,0.7997762,0.74387974,0.58973130058147,-0.093035517904579,0.665361931003734,0.10599631413234,0.619386982995327,0.25921592455521,408.41,4.54,,,0,True,0.46,0
COc1cc(C(=O)Nc2ccc(-c3cc(OC)c(OC)c(OC)c3)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945308,0.027654588,0.43361267,0.6825538,0.9847088,0.7457021,0.6994027,0.613637481727496,-0.086045425557023,0.625391057965557,0.084724740005725,0.312592970000353,0.188330763938756,498.49,4.57,12.68,,1,True,0.32,0
COc1cc(NC(=O)c2ccc(-c3ccccc3)cc2[N+](=O)[O-])cc(O)c1O,CHEMBL1945984,0.05751577,0.3883339,0.6933806,0.96101266,0.7878824,0.87023586,0.454840149806259,-0.115341545352744,0.553056174781619,0.034051592104008,0.622970188754135,0.246079371695148,380.36,3.93,9.17,,0,True,0.27,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2.O=C(O)C(F)(F)F,CHEMBL1779518,0.45634523,0.80690086,0.38505745,0.92251754,0.02749747,0.51456964,0.46266101043259,0.029948930144271,0.413018081923135,0.05666895987225,0.302419549308006,0.275445794143789,744.72,6.06,3.17,8.36,2,False,0.17,0
COc1cc(/C=C/c2cccc(O)c2)cc(OC)c1,CHEMBL175736,0.13053599,0.26309836,0.59518874,0.9236028,0.8529169,0.7375758,0.564046621023212,-0.087511738032229,0.398045926382881,0.092161756361135,0.702296588831898,0.263765510522801,256.3,3.58,8.92,,0,True,0.85,0
COc1cc(OC)cc(-c2ccc3cc(OC)ccc3c2)c1,CHEMBL194888,0.10345638,0.31094772,0.7945814,0.93715066,0.8440579,0.7594816,0.612342717436045,-0.09969920507786,0.29771582691755,0.006779184388794,0.668070035140064,0.265995108944004,294.35,4.53,,,0,True,0.71,0
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,CHEMBL1380,0.5292276,0.10817361,0.735549,0.78102493,0.96991014,0.0178079,0.273569666480955,0.20254696468296,0.632448945680159,0.001521550273929,0.616477358343388,0.137868523995802,286.34,1.09,,5.8,0,True,0.73,0
COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,CHEMBL1779526,0.45656183,0.8293958,0.39678332,0.92233497,0.6637148,0.50282764,0.480728249972054,0.029798281602298,0.326175529616455,0.049483024420129,-0.125247751407044,0.121498049101381,776.89,6.19,13.79,8.36,3,False,0.07,0
COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)C2.O=C(O)C(F)(F)F,CHEMBL1779523,0.47235522,0.856709,0.4041755,0.92857194,0.01875037,0.5172779,0.527514291752588,0.041312851827116,0.416538011528595,0.054258583200679,0.302310589379706,0.275224842948895,876.88,6.11,3.17,8.36,3,False,0.08,0
COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2.O=C(O)C(F)(F)F,CHEMBL1779520,0.45110837,0.81665236,0.3938977,0.9211225,0.01915276,0.48953775,0.495722751620708,0.02549475491993,0.326281088270725,0.049488046038195,0.302179219030445,0.278132359808978,876.88,6.11,3.17,8.35,3,False,0.08,0
CN(C)c1ccc2c(-c3ccc(C(=O)N4CCCCC4)s3)c3ccc(=[N+](C)C)cc-3sc2c1.F[P-](F)(F)(F)(F)F,CHEMBL2205786,0.26950127,0.9727631,0.6378537,0.8470468,0.02516359,0.52963346,0.148327628075302,-0.171879943155283,0.357474021003498,-0.078969965702349,0.302378843270023,0.273934287105991,621.65,5.46,,3.29,1,True,0.29,0
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL159,0.601054,0.1861988,0.61836576,0.8230286,0.511906,0.5698117,0.289574966001636,0.182209411516579,0.453324024279658,-0.003756170313198,0.426232591217188,0.144235935703202,810.99,3.99,10.87,8.86,2,False,0.18,0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL2372495,0.96195173,0.3174815,0.29913235,0.6268146,0.26732048,0.12822837,0.597674129719065,0.23242559217431,0.640819756256921,0.085432788152999,0.709905815402308,0.305736194316533,1188.61,,,,,Undefined,,0
O=C(Nc1ccc(-c2ccccc2)cc1[N+](=O)[O-])c1cc(O)c(O)c(O)c1,CHEMBL1945316,0.021560222,0.38369104,0.6891545,0.992482,0.97971183,0.051639587,0.21236832638366,-0.134097288828406,0.519791187455756,0.081947785215352,0.537529914480461,0.139555787665902,366.33,3.63,7.71,,0,True,0.32,0
COC1=CC(C(=O)Nc2ccc(-c3ccccc3)cc2[N+](=O)[O-])=CC(=O)C1=O,CHEMBL1945985,0.03632775,0.37157905,0.6738447,0.838557,0.788916,0.88304836,0.334901473924731,-0.130406399550063,0.437510120299411,-0.080471429504015,0.661082665622166,0.242172552839976,378.34,2.81,10.95,,0,True,0.37,0
COc1cc(C(=O)Nc2ccc(-c3ccccc3)cc2N)cc(O)c1O,CHEMBL1945979,0.06272292,0.4352773,0.641568,0.9820061,0.8248371,0.8201802,0.462522052430259,-0.109888068133314,0.644711776706454,0.107578123823058,0.657668467644949,0.269851711618518,350.37,3.61,8.79,2.94,0,True,0.42,0
COc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)OCO4)cc2[N+](=O)[O-])cc(OC)c1OC,CHEMBL1945306,0.02296269,0.44724792,0.68543625,0.984013,0.76512986,0.7638385,0.591044812399016,-0.10385710483632,0.631798557400199,0.080898267039606,0.533212750168859,0.229387513244518,452.42,4.27,12.69,,0,True,0.42,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1480,0.5826569,0.35503662,0.7385983,0.8086614,0.5995416,0.523254,0.389628869223853,0.18319364865747,0.483900431369826,-0.052008898307213,-0.274397110637712,-0.124028944606531,384.26,3.96,,,0,True,0.8,0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,0.1884467,0.17627642,0.5793135,0.8474903,0.5929586,0.49502745,0.41995799548269,-0.052325260245356,0.325483441439266,-0.078191614902154,-0.167597521228555,-0.152004378850953,399.44,2.87,,,0,True,0.83,0
COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1cccnc1,CHEMBL456361,0.48178855,0.82002866,0.3803404,0.9308049,0.69536483,0.49631706,0.478485958192135,0.050100683442219,0.548235292559105,0.069263177981209,0.319484117949942,0.186236749205329,594.67,4.99,,8.36,1,True,0.25,0
CCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,CHEMBL288741,0.72265863,0.3449663,0.6725726,0.7198532,0.57965523,0.35388097,0.538788263227547,0.201176062951004,0.571452770536148,0.025921592455521,0.009205531386678,-0.115231069755297,405.49,2.1,,,0,True,0.75,0
COCO[C@H](CC(=O)OC)[C@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,CHEMBL39074,0.4754748,0.27227837,0.6900388,0.73606575,0.547906,0.45722678,0.317386810996257,0.194688132410025,0.571349841024381,0.017430036306299,0.098523971141839,-0.069609669627748,415.49,3.42,,,0,True,0.41,0
