,Morgan Fingerprints,Daylight Fingerprints
28,0100100000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000010000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000010100000000000000000000100000000000000000000000000000000000000000000000000001010001000000100000000000000000000000000000000000000000000000000100010000010000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000001000001000000000000000010000000010000000000000000000000000000000000000010010000000000000000000000000000000000000100000000,1011010010001010010010000101000100101010101000000001000101100001000000111001000001100010001100101101000100001000101000100011001010100100100101100100111111011100011000101011101010011000111101010011000010100011111101000011000010010001000101000000011101000100111001011000110000101101010111010001001000000011000001010111100111110010011011111101001000100000000100001000000111000000001101000101001000100101110100001100110001000100001101101111001111001110010000010001000111100001001100000000110000000111010101000011110111110100010010100110011110001001000110001111001000001001001000000100000111010001000100010011100011001000001000001000110110000000100110000010001010001110000011101011011110010101110111011000010010111110100001110010100100010001000000001101111000101010101010011111100000110111001011101111100011100100110110000101010111100011001001001011010011100011011011001100000110010100010111100001001010101101100001100011110100011001011000011011101000101100000110100110010000000001010110000010000001000100000000100100010110010101
29,0100100000000000000000000000000001000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000010000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000100000000000000000000000000000000000000000000000000001000001000000100000000000000000000000000000000000000000000000000101010000010000001000000000000000000000000000000000001000001000000000000000000000000000000000000000000010000000001000000000000000000000010000000010000000000000000000000000000000000000010010000000000000000000000000000000000000101000000,1011000010011010110010000111000100101011101000000011100101100001100010111001100001011010001100101001000100001000101000100011101010100100100101100100111101011100011000101011111010001010111101010011010010100011111101010001100110010001000111000001011101001111111000011000110000101101011111010000001000000011010001011111100011111010011011111101001010100001000100001100000111010001001101000101001100100101110100001000110001000101001101111111001111101110010000010001000110100101101100000001100000000111010101100111110011010000010011100110011110011001111110011101101000001001001001100100000111000001000000000111101011001000000100010000110111010001100110010011001010001110000011101011011111010100110111011001010010111110100101110011100110010001000010001101101000101010101000011010100100100111001001101111101011100000110110100101110111100011001001001011010011100011111001101100000110010101010111100001011010101101100001100011111100011001011000011011111000111100100110100110010000000011010110000010000101000100000000100100010110110101
30,0000000000000000000000000000000000001000000000000010000000000000110010000000000000000001001000000000000000000000000000000000000010000000000000000000000100000000000000001001000100000000000000000100000010000001000000000000000000000000000000001000000000100000100000000000000000000000000000000000100001000000000000000000000000100000000000000000000000000000000010000000100000000000001000000010010000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000100000000000000010000100000000010000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000001000000010000000000000000000100000000001000000000001000000000000001000000000000000000100000000000010000000000000000000001000000000000000000000000000000100000000001000000000000000000000000010000000100000000000000000000000000000000000000001000000000000001000000100001000000000000000000000000000000000000000000000000000000000000000000000000,0011110001101111111010110010111111110111100101001011111101110111100011011010101011110000101100101111111111110111111101011101100110010110101111111110111011111111011011111111110011011111110111111111111111001111111110111100101111111010011111111111111110011111111110111011101111111110111100111110011101011110111111110110101010110111001011011001111111111111111011111111010111111101101011111111110001110101101110110101111111011111011111111101111111111010011101111110111110101001110111011011111111101101011110101111010100111010111111111101111011110110111101101101111100011010011111100110111011110010111111011111111110100011011010111000100111011111111001111111110101111111011010111011101011011010111001010111010111111100110101111011011001111100011010111111111111110011111111101101111111111001111011111111111011110011001011111110001111101110010001111111001011010110111101110111110110011111010111101111111111111110011111011111010011111011111011011110111010111111101011111111101111101101111101111011001110111111001101110011111011111011
31,0000000000000001000000000100000001000000000000000000000000000000110000000000000010000000000000000000000000000000001000000000000000000100100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000001001000000000011000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000100000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000001000000010000000000100000000000000000000000000000000000000000000010000000001000000000000000001000000000000010000100000000000000000000000000000000000000000000000000000001000001000000000000000000001001000000000001000001000000000000000000000000010000010100000000000010000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111011110111010111111111111011110001101101111001000111111111111110110111011110011011110101011100111011101000001100110011101110001111101101111011011101101101110111111110010111111011101111111010111111011111001111110111111111011011111101101110000000110110101100001110101101110100000111111111101011010111001010111111111101110111101101111101001110010011110011101101111011001101010100101101100110011111000100110111100111101110011010100011100111101100110001010111011111011110111011111011001011111001101101111111111111111111110111101110101110011111111010110110111111110111110100010111011101111110000011101010010100111111111101011110111010111111001001011011101110011111110001111010001111111001111011101010010010110100110111111001111111111111101110110001001111111111010111100111001011101101110111111111011100100111010110011111001010011101110010011111010001111101011011001111100011011101110011111110110011111110110111111110001111111010101011010110100011100111010111110110000101110111110011011011001101110011110111011011101111101110111
32,0000000000000001000000000000000000000000010000000000000000000000100000000010000010000010000000000000000000000000001000000100000010000000000000001000000000000000000000000000000100000000000000000000010000000000000000000010000000000000000011000000000000000000000000000100000000000000000000000000000000000100000000000000000100000000000000000000000000000000000010000100000000000000000000000001010001000000000000000000000011000000000001000100000000000000000000001010000000000000000000001000001100000000011000000000000000000000000010100000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000001000000000000100000000000000000000000000010000000000000000000000000000000000000001010000000000000000000000000000000000000001000000000000000000010000010000000000000000010000100000100000000000000000000010000000010000001000000000000000000100000000000000000000000100000001000000000000000000000000010000,1111101100110000100100100111100001011101101101100101001000100111100110100110100101010000001111000011010111000111110101001011101001111001000110110100001100010100010000101011001000101000001010000111100100101100111110110011000000010101011101010110001110011110101100110000110011001101010011110000011000100001101101110010001100011011011110110101000001010001000101000010001110001000000000111101001011101111000110000011110000011010001000001010011111101010100100110000001011110111111011110000110100011011010011100110001101010100010100101100101100110000100110111101011001100001100010111100100100001011001000011111011110001001100011001111110001101011100011101110000010010000111101100001111000111101110010100001010111001110010001010101101110100001000100001010100101100000100101111011001011000111101101111100100010100010111110100111011010110010011011101010000010010111000100011101011110010110101111100100111100010101010111100110011010010011011011011010000010000001100101100100101100001011111100111010010101101000100001001001010100100011
33,0000000000000000000100000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000010000000010000000000000000000000000000000000000000000010100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000100001000000000000000000000010000000000000000000001000000010000000000000000000000000000000000000000010000000010000000000000000000000000000000000010000000000001000000010000000000000000100000000000000000000000000000000001001000000000000100000000000000001000000000000010000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000001000000000000100000000000000000001000000000000011000000000000000000000000000000000011000101000001000010000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000001000000000000100000000000000000010000000000000000000000000000000000000,1111110100110110100011110111001011101010101001101111010100101111111111110111111011110111010111111111011111111100001001101111110111110110010110100000001011110110111101010011011110011011110101111111110001111010111101110110100101101101111111111111111111011110001010111101111100111110011101111100111110101000111001111111011011011111111110011101011111110101011101110111010000110011101101000011111000100111001001101001111001011001100111101011001011111110111101111001101111001011110011001000001111110110111110001100010111111100111011001110111100001011100011000101001111010110110011110000111000011111111011011101101011110111101101011111010011011111110010111101110111110111010010111011110101101100011011101101101111101001000101111100011011111110111000101001001010010010110100000111001110010110101101111101110111110110101100111000111110100111110111111111110111111111111001111111111110011001111111101100101111011010011111001111011101000111101101010111010100011011101001110000100101110101111100101111011111111100010100110001100111101011
34,0000100000000000000000000000000001001000000100000000000000000000000001000010000000000000001000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000010001000000001000000000000001000001000000000000000000000000000000000000000000000001000000000010000000000010000010000000001000000001000000000000000000000010000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000011000000000000000000000000000000000001000010000000000010000000000100000000000000000010000010000000010000000000000000000000000000000000000001000000000000010000000100001000001000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000010000000001000000000000000000000000010000001000000000000000000000100000000000000000000010000000000010000000000000000010100000000000000000000000000000000000000000000000000000000000010000,1111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111101111111111111111111111101111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111010111111111111111111111111111111101111010111111111111111111111111111111111111111111011111011111111111111111111111111111110111111111011111111111111111110111111111111111111111111111111111111110111111111101101111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111011110111111111111111011111111111101111111111111111111111111111111111111111111111111111011111111111111111111111110111110111111111111111111111111111111111111110111111111111111111101011111010111101111111111111111111111111101111111101111111110111111111111111111011111111111111111111111111111110111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111101111111111111111111111111111111111111111
35,0100000000000011000000000100000001000000000000000000000000000001100000001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000001000000000010001000010000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000100100000000000000000000000000010100010000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000010001000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000001000000100000000001000000000000000000000000000000000000000000000000000000000010000000000000001000000000000010000000000000001000000000000000001000000000000100000000000010000010000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111110111111000000011000110111011111000000101010110010010101111100010110111111011111010010010100100010111011111111011111000101111000001111010100111011111111011010101111100110011011110100000101111111011110110011110010011111010100000001111111000111110101101011010111110000011111010110110001011111000101111101001110110010110110111001110110000111011110111011011001111010010110101011011111011101110010001001011111101111111001010001110001011000110111000111111100010010110111111100000011101001101000000001111111011100101111011010110100111011111011001111101101100111011110001010001011010111011001011000100100111010101000000101110001010011010111011110111111111110111011111000010110011001011101001101011101110001110110101100011111111010011101111001110101110101000101001101110100100100111110111111001111110101111111101110001111110010011000001110011110011101001110101111111001111100111111111010111101010011011010001001101010010110110101011001011111011101011111011100011101101111011001010100101100000011110100101011001010100011100110111
36,0101000000001000000000000010000001000000100101010000000000000000100000000000010000000000000000000000001000000000000000010100000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000010000000000000000000000100000000000000000000000000000000000010000000000000000010001000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000001000000000000010000000000000000000000100000110000000000000000000000000000000010000000010000000000000000000100000000000100000000000000000000000000000000010000000000000000010000,1111011011110101001011110111011000111011110111101111000110111011110110101111011011111111111111110111010111101100101100001111100010010100001100100111101111011111011101111011111011001001000011101111001010100111111100110110011001010101010111010110101101010111110010111101111110111101111111100011111111101111010111000101011111101011011100110011101111111111010001110010111101110100111111110111010111110001110000111010111001111011111111010111111111010100110101111011011011100111110011010110110111011101101111010010111111011100111110100110001010111001010111001100001111111111110111111010101011001001011000110010110111011011011001101111110111001011111111000000100111101110001111101111111100001111111101110010001111011110100110110010000111010001011100101001111001101100110101110001111000111111111101111110000110111000110110000101100010111111010011110111110010100111011001101110101110111011101111000101101101110111101111000011111101001011111001111011101111111000000011111010000101010111111111111111011011111011110100110001110111111001
37,0000000010000001000000000000000000000000010000000000000000000000100000000010000010000010000000000000000000000000001000000100000010000000000000001000000000000000000000000000000100000000000000000000010000000000000000000010000000000000000011000000000000000000000000000100000000000000000000000000000000000100000000000000000100000000000000000000000000000000000010000110000000000000000000000001000001000000000000000000000011000001000001000100000000000000000000001010000000000000000000001000001000000000001000000000000000000000000010100000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000010000010000000000000000000000000000000000000000100000001000000000000000000000000001000000000000100000000000000000000000000010000000000000000000000000000000000000001010000001000000000000000000000000000000001000000000000000000010000010000000000000000010000100000100000000000000000000010000000110000001000000000000000000100000100000000000000000100000001000000000000000000000000010000,1111101110110000100100110111100001011101101101100101001000100111100110100110110101010000001111000011110111000111110101001011111001111001000110110100001100010100010100101011001010101110001010001111110100101100111110110011100000010101011101010110001110011110111100110100110011001101010011110001011000110011101111110010001100011011011110110111000001010001000101010110101110101000010000111101101011101111000111000011110101011010001111001111011111101010100100110010101011110111111011110000110100011011010011100110001101110100111101101100111100110100100111111101011011110001100011111100100101011011001000011111011110001001100011001111111001101011100011101111000010010100111101100001111000111101110011100001010111001110011001110101101110100001000100001010100101101000100101111011001011000111101101111100110110100011111110100111011010110110011011101010001111010111000100011101011110010110101111101110111100010111011111100110011010010011011011011010000011000001110111100101101100001011111100111010010101101000100011001101011100100011
38,0000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000010000000000000000000000001000000000000001000000000000000000000000000100000000000010000000000000000001000000000000000000000010000000000100000000000000001000000000000000000000000000000000000000000000000100000000000000010001001000001001000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000001000010000010000000000000000000000000000000000000000010000010010000000000000000000000000000000000000010000000000000000000000000001001000000000000000000000000000000000000000000000000000000101000000000100001000000000100000000000000000000000000000000000001001100000000000000000000010000000000000000010000000000000000000000000000000010000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000010000,0111111100111111110001110111111111101101101110100111011111111101101111111001111011111011011110111011111101101110111111101111111101001111111110101101111111011101110101111111011101111111010110011111011100100110111011010011111111111101010110101001011111101111111111011101111111111111111111111111101101111110011011111111001111111101111101101111111110111111100010100111111100111111011101010011011111111101111110001110111100110101111011111001100111111111010011011110111011011111111011110111110111111111111101111111111111111101010111101110011111011000001010111110101110111111111011111111011001001110110101111111111110111110101111010011011011011111111000111111111111110110011111111011111111011111011011111111011111110111110101111111111011001011011111011001101111001111111001111111111101111111111101101101111111111100111010110101110010001110101011111011001011111011110101101110111110111101111111111000111010111111111101111101111110101101011011111011111001111101111011111110111111011111111101111011101111001111101111101111111010111111
39,0100100000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000010000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000100000000000000000000000010000000000000000000000000001000001000000100000000000000000000000000000000000000000000000000100010000110000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000010010000001000000000000000000000010000000010000000000000000000000000000000000000010010000000000000000000000000000000000000100000000,1011000010001010010010000101000100101010101000000001000101100001000000111001000001000010001100101001000100001001101000100011001010100100100101110100111111011100011000101011101010001000111101010011000010100011111101000001000010110001000101000000011101000100111000011000110000101101010111110000001100000011000001010111100011110011011011111101001000100000000100001000000111000000001001000101001000100101110100001001110001000100001101101111001111001110010000011001000110100001001100000000100000000111010001000011110011010000010010100110011110001001000110001101001000001001001000000100000101000001000000000011100011001000000000000000110110000000100110000010001010001110000011101011011110110100110111011100010010111110100000110010110100010001000000001101101000101010101000011010100000100111001001101111010011100000110110000101010111100011001001001111010011100011011001001100000110010100010111100001001010101101100001100011110100011001011000010011101000101100000110100110000000001001010110000010000001000100000000100100010110010101
40,0100100000000001000000000000000101000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000010000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000010000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000100010000110000001000000000000000000000000000001000000000001000000000000000000000000010000000000000000010000000001000000000000000000000010000000010000000000000000000000000100000000000010010000000000000000000000000000000000010100000000,1011000010001010010010100101000100101010101000000001000101100001001000111001000001000010001100101001000100001000101001100011001011110100100101110100111101011100011000101011101110001000111101010011000010101011111101100001000010010001000101000000011101001100111000011000110000101101010111010001001000000011000001010111100011111010011011111101101000100000000100001000000111000000001001000101001000100101110101001001110001000100001101101111001111001110010000110001000110100101001110000000100000000111010001000011110011010000010010100110011110001101000110001101011000001001001000000100000101000001010000000111110011001000000000000100110110000000100110000010001110001110000111101011111110010100110111011000010110111110100000110010100100010001000000001101101100101010101000011010100000100111101001101111001011100010110110000111110111100111001001001011010011100011011101001100010110010100110111100001001010101101100001100011110100011001011000010011101000101100000110100110000000000001010110000010000001000100000000100100010110110111
41,0100000000000001000000000000000001000000000000000000000000000000100000000000001010000100001000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000010000000000000000010000001000010010000000010000000000000000000000000100010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000100000000000000000000001000010000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000100010000000000001000000000000000000000000000010001000000001000000000000000000000000000000010000000000000010000000100000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000,1110010000011011110110011111011111101111110011001100101011111111001001110110111101110100001110101000110101101111100011100101110010111011101110110010011111000011110000101111010011000011001110100011111110101000110111110001101100010110001111000010001110001111001011011100101100101001010110101101001001000000010011000011011110110110001001010011100001110110011011101100100110010001100111011001001011110100011101000100111111011010101110001100011111111111100100010100110100010111100001110111111001110000101100101111110001100111011101001101000010101010011011101110110001111111000011001111010111000100010110111110101010000000011001011000111001111011101110011111110111010101100110110011100110000101001100010010001011011101011101111111001010010100010000011011111111111000110000001001111001101110001001111110101101010100001101110110000101000111001001001111000011011111111111001110000001101100111111110101111110011011101010011011010001101101111000010011010001111111101001110001111011011011010001001111001110001111100000101000010110000101
42,0000000000000000000000000000000001001000000000000000000000000010100000000000000001001000000000000001000000000000000000000000001000000000000000000001000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000001000100001001000000000000000000000000000000000000000000100000000000010000000000000000000000010000000000000100010010100000000000000001010010000010000000000100000010000000000000000000010000101000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000100000000000000000000010000000000000000000010000000000000000000000000000001000000000010000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000001000000000000000000000000010000000010101000000000000000000000000000000000000010000000010000000000000000000000000000000000000000100000000010000000000000000000000000000000010100,1111111100111111101111111011011011111111101110101011101111110111111110111111111011111111111001111111011111111101101111101111111011101111111111101001111111010111111101111011111101101110101111110011011111111100110111110011111101111101101111001111111011011111111011011110111110111001011111111101111111010111111011111111110111111111011111111111111010010110011011111111111111011111111111110101111111111101110110110111111111111111101101111101101111010111010111010011101010111111101010101110111111111111111111111110111101011110111011111110111111101110110111111111101011111111111111111010111100011011111111111111011111111111111011101011110111101100101111001010001111111111011111110111111111111101100111111111111111111100011101101111111111111101111111111001111111110001111101111111111011111111111111111111101111111001110110111011001110111111001011111011111011010111011111101111111110011111101111101111111101111111111111111111110111111011011111111111111101001111111110111111111111111111111101111111101101101111011110111101111111111111
43,0000000000000000000000000000000000101000000000100000000000000000000000000000000010000000001000000000000000000000000000000100000000101000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000010000000000000000000001000000000000000000100000000000000000000000000001010000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000100001000000000000000000000000000000001000000000000000000000000000000000000000000000000000100010010000010000000001000100000000000000000001000001000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000001000000001000000000000000000000000000000001000000000000000000000000000000000000010000010000000000100000000000000000000010000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000100,1011110010001010010110011101010101011010110000000001000111100010000000111111001001011000001111101010100101000000100000000001100000110000001101100011111111110111011100101011010111001001100010111111000011100110010001110011011011010100100101110110000100000000111000111000111010111101101111110001001000100100001011001111000010001011111110101011010001110100000001001000000111000011100000001001000000001111110100010000100111000100111100111100001111011110000011110000001110111001000100000000000100011001101001100001100001010100011011100110001011001000011110001101001010110101000001110100111101111100011100000001100111000000010010000101010010000001111110010000010110101100101010101011000110010000100001100110010010111110111000100010100110011100000110001101101000000010101001011010101010000111011111101110000111000000110110000101000010101111001011000110100011100011000001101110000010010000001111101011001001101011101001100011110001011011011010111000011001000010001100100110010011010011010000100110000101010110100010101101010010010001
44,0001000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000000000001001000000100000010000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100010000000000010000000000100001000000000000000000000010001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000100000001000000010010000000000000000000000000000000000000001000001000000000000000000010000010000000000000000000000000000000101000000001010001000100000000000000001000000000000000000000000100000000000000000000000000000000000000000010000,1111110010011110001111001111010111101010111000000011101111000101110010010110100001111110011001101111011111110101110101011100110100010100101101100011101110000001111001111001110101010001000100010111000000100011010101100000000001111101100101000110010111010110101100011001101101111011111111110100101110110101011001001111010111101101011100111101110010110001010011111111010011000111100001000010101000001100001111001001111101011101111101011010100111011110011101110001100010101010101110001000010000010001111111100001111001111100111111110110101111001000100100000101101011011010000111101000111100011011010000101001011101100000001110010011000011001011101011001001011111101110001011110111111111011101100001011110000110111100010001110010011011111010111010101100101000110000101010111110001111111111110111101110101111110000111110001001111110101110101011110110100010001111011001111110101100011011000111100001001001100111111101011111110111011011111010010101011100001011100011100101010000111101110100100111000100001100110000000001010011100001
45,0001000000000000000001000000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000100000000000000000000000100010000000000000000000000000000000100000000000000000000000000000000000010010000000000000000000000000000000000000000000000000100100100000000000000001000000000001001000000000000000000000000000000000000000000001000000010000000000100010000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000010000000100000100010000000000000000000000000001000000000000001000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000010000010000000000000000000000100001000000000000000010000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000010000,1111110011110111101111111111111111011111101000101111100111111111110111111101111111011111001001111011111101111110101111111011110110110110100111111101011111111111111101111011111111111111111111111011011111111011111101111101011111111101111111101111101110011111111111011101101110111111010111010101011110110011011011010111001110011000111101110111011110100101011110011111001011110101111101111011111111101111111110010111111111011111111110111101111101111111011010111011110011100110111100011111101111111111111111111110111111011111111111110111111110011110011110111111111111111011111111101111111011111111101111111111110110111010111101111110011111111111011101111111110111111100111111111111011111100111111111111111001111111111011111111111111110111111111111101111111101101011111100110111111111110111111001111111111111101101010111101111100110111110111111111111111010011111111101111110110111110101011111111111111111110111111111110111111110111111111111111111011111111111101111110111111111101011111011111010111111110111011110111011111111111101
46,0000000000000010000000010000000001000000000000000000000000000001100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000100000001000000000010001000010000000000000000001000000000000000000000010000000001000000100000000000001000000000000000000000000000010000100100000000000000000000000000010000010000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000010001000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000010000001000000010100000001001000000010000000000000000100000000000000000000000000000000000000000000000110000000000100000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000010010000010000000000000000000001000000000000000000000000000000000000000000000000000000000000010000,1111111111111111110111111110111111111111110101110111110111101111111110111111111011111010011110111101011111111111111111111101111111111011111111110111111111111111111111111111111111111110111000111111111011110111111111011111111111110011111111111111111110111111111111111111011111111111110111101111111111101111111011111110011111111111101110111000111011111111111011111111111011111111111111111011101110011111101111111111111111101111101111011111111111111110111111110111110111111111111101011111111111110101101111111111101101111111110111100111111111111111111101111111111011111001110111111111111111001111100110100111110111011100111111011110111010111011111111111111111111111111001010111111011111111011111111101111001111111111111111111111111011111111111110111111111010111111101110110101100111111111111111111111111111111111111111111110011011101111110111111111101111111111111111101111101111111111110111111011111111110011101111010011111111111111011111111111111111111111100111111111111111101010111101111010111111100101011101110111011111111111
47,0000000100000000010000000000000001000000000000100000000000000000000000000000000000001000000000000010000000000000000000000100000010000000100000000000000000000000000000000000000000000000000000010010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000001100000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000010010000000000000000000000000000000000010000000000000000000000000000001000100000000000000000000000000000000000000000000000000100000000001000000000000001000000001000000000000000000000000100000001000000000000000100000000010000000000000000010010000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000,1111110001001000100011010111111010101010000011000101111001101110111110110000111011111000100110101000111110011010001001101011110000000011101110010000001101110001010011101111111100011001011110110110110110101111111111110001011100010001110101000110001011011111111011110001101100101001000110110010001101000011100110001011101111011010111000110001111011010111100101011101101001111101110001011001111010010111101010010111110111111011110111110011011101111010111010101011111101100101100111011111001101111000101101011100010001100011010011000101010011001010011011010000100011111100000111100011111111100110101100011110100011111111100111100000100011111101110110111011101000000111101111101010110111010001110001001001011111100111000101001011101000011110111110011111111001011100101100011011000111010111111010111111101111111001000011101000110111000111110011010011101001000001110010110110010110000011011111011010100111011100010111101001101011010110111010111011100100101111111011010110000111110110111011110111010110011110100101111011011100001111
