,Morgan Fingerprints,Daylight Fingerprints
94,0000000000000011000000000100000001000000001000000000000000000001100000001000000010000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000100000000000000001000000000010001000010100100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100100000000000000000000000000010000010000000000000100000000000000000010000000000000000010000000000000000000000000000000000000000000010001000000000000000000000000000100000000000100000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000001000000000000000000000000001000000000000000000000000000100000000001000100000000000000000000000000000000000000000000000000000010000000000000001000000000000010000000000000001000000000000000001000000000000100000000000010000010000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111110111111000000011000110011011111010110101011111000010001111100110010111110001111010010010100110010111011111111111011011101111110001010110100111011111111001010101111100110011011111100111100111011011110110111111010011111010101000011111011100111110101111111011111110001111111010111111001111101101100111101001010110011111111011001110010000111011110011011011011111010010110111010011011011101111010001011011111011111111001010001110001111001111111101111111101010010011111111111000011101001101100001001111110011000111111011111110100111111111011000111100101111111111111000100111010010111110001011000100100111010101111000101110001110010010111111110111110111100101011111001010010011001001111101101011111110000111110101100111111111000011101111001110101110101000101011111110100111100110100111111100111110101111111110110101111010110011110011110011110011111111110111111111001111101111111111110111101010111011011001111101010110110110101011101011111011111111011011100011101111111011001011111101100001010110100111011001010100011100110101
95,0000000000000011000000000100000001000000000000000000000010000001100000001000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000100000000000000001000000000010001000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010001000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000010000000000000000000001000000000000000000000000000100000000001000000000000000000000000000010000000000000000000000000000010000000000000001000000000000010000000000000001000000000000000001000000000000100000000000010000010000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111110111111000000011000110011011111000000101010110000010001111100010000111110001111010010010100100010111011111111011011000101111000001010010100111011111111001010101111100110011011110100000100111011011110110011110010011111000100000000111011000111110101101011010111110000011111010110110001001001000100111101001010110010110110011001110010000111011110011011011001111010010110101010011011011101110010001001011111001111111001010001110001011000110111000111111100010010010111111100000011101001101000000001111110011000101111011010110100111011111011000011100101100111011110000000001010010111010001011000100100111010101000000101110001010010010111011110111110111100101011111000010010011001001101001101011101110000110110001100011111111000011101111001110101110101000101001101110100100100100100111111000111110101111111100110001111010000011000001110011110011101001110101111101001111100111111111010111101010011011010001001101000010110110101011001011111011101001011011100011101101111011001010100101100000010110100101011001010100011100110101
96,0100000000000000000000000100000001000000010000001000000000100000100000000110000010000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000000100010000000000000000000000000000000001000000000001000001000001000000000000000100000000000000000000000000000000000000000010001000000000000001000000000000000000000010000000000000000000001000000010010000000000000000010000000000000000000000000000000000000000000000001010000100000000000000000000100000000000000000001000000010010000000000000000000000001000000000000000000000000100000000000010000000000000000000000000000000000000000000010000000000000000000000100010010000000000000000000000000000000000000000110001000000000000000000000000001000000000000000000000000000000000000000010000000000001000000000000000000001000001000000000000000000000001000000000100000001000000000000000000000000010000000000010000010000000000100000000001000000000010000000010000000000100000000000000100000001000000000000000000000000000000000000000000000100000100,1111010110111111101111011111010111111110111111000111110111111111111111111111111101111010111111111111110111101111101111101111111010011011100111111111111111011001110101101111111001001001111111011111111111111111111111111111011110011101101101001111111111111101110101011111111110111011011111101101111110110111111111111111011110101111111111111011111111111111111011010111111001111111111111111011111101111101100111111001111101111001101101111111110111111100011111111111111011111111110111111101101101110111101101111111011111111011001011111111101111110110111111101111111010111111111011111111111111001100011101111111111111111101101100100111110111111101110111111111110111110101101110111110111111111010010011101110011111101110011011010111011110111111111110101110111110111011111110101111111101011101111111111110111110110100110111111110111011111101110111101111011111101111101101111110101100111111110111111111111011110111111111011111111111101011011111101111110011111111111111110001011011011111011110110111110111111110101111110001111111100111
97,0000000001000000000010000000010000000000001000000000000000000000100000000010000010000000000000000000000000000000001000000110000010100000000000000000000000000001000000000000000100000000000000010000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000010000000000000000000001000000001000001000000000000010000000000000000000000000000000000000000100000001010010000000000011000000000101000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000001000000000100000000000000010010000010000000000100000001000010000000000000000000000000000000000000000000001000100000000000000000000000000000000000010000000000000000000100000000000000000001001000000000000000000000100000000000000001000000000000000000000000000000000001000000010000000010000000000000000000000010000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000010000,1111010011011111110011011111110111001101001101010111111101100101100110101100110101111010111011011100011110101011111010101011101010000110100111110101111111101101111010111101111101111010111111000111011111101101111100110100111111110111111101011110111111101101111010011011111110111111011110001111001101101111111111111110110111111011111111011111001111110111011101000101111101001101010101101001101100010001110001101001110001111110111111111111010011111101010011111011111011011011110110001001011001011100111110010011010001110111001111111011100111101000111111001100101001011001110011111001111001111011110000011010101111111111101011100111111111111001111101111111001110000101001111111111110111101001010011111100011010111111111100111011010110101001101001001101111010101111111111101011100001010111111111111100111110111011110010111010111111000110101001011011010101010111011111010110100111011011011111101101101110111111111101111111111110101000111010010101100000011001100001100110010010110111111010101011001101011110010000001011011111101111
98,0000000000000001000000000000000001000001001000000000000000000000100000000000000010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000010000000000000000100000010000000000000000000000000010000100000000000000001001000010010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000010100000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000100001000001000000000001000100000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000001000000000100000001000000001000000000000000010000000100001000000000000000000000000000001000001010000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111111010011101111101000111101000111111111101101101111111111011110011011111110111000111101100011110101001111111100111011100111111001111110110111111011110111001110111101010111110011101101011011111011001111111111010111100011101111111110011001110001111011101111110100101111010111111101110101011101101011111111011111111111010111111110111010111111110001111011010011010111000101111111010111101111111101110111011110101111101111100111110111111110101111101101111111011101111111111100011110110011010111110101111111011011010111001001111001110000111111101011110111101111011110001110111011100010110101110011111110010100011011101001111011111111111111111111011111111110101100111111111111011111110110001110011001110011011010101011110111111011111011011111101111001111011111110011101010111011110011101111110111110101111111111110111111011111011100001111011111111111111110101111111010110111001111101111111111001000101110100001010010111111111011111101111111011111110111011110100111011001111010110110011101111100110110111110001110011110101
99,0000000000000110000000000000000001000001000000000000000000000001000000000000000010000000000100100000000001000000100000000100000000000100000000000000000000000000000000000001000000010000000000000000000000000000000000000000000001000000000001000000000010000000000000000100000000000000000000000000000000000100000000000010000000000000000001000000000000000000000010000000000100000000001000000010000000000000000000000010000000000000010010000000000100000000000000001010000100000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000001000000000000000000100000000000000000001000000000000000000000000000001000000000000000100010010010010000000000000000000000000000000000010011000000000100000000000000001000000000000000000000000000000000001000010000000000000000100000000000000000110000000000000000000000000010000000000000000001000000000000000000000000010000000000010000010000000000100000000000000000000010000000010000000000100000000000000000000000000000100000000000000000000000000000000001000000010000,1111010011110011011011011111111111011101111011110111110101101101111001111110111001111010111110111111111101111110101011111011111111011101111011111001111101110011111100101111110111111011100111111111101110100110111101111001111111111111111111101111111111111110111101111011101111101111111110110111101111101101111001111111011111111111111111001111111101110111101111111111101100101011111011110111101101111111001110111110111110101101111111111110011111011110001111111111011111111111110111111111111111111101011111101100110101111101110110101111111111111111110111111111111111110110111101111111111101101010011111111101110111100110101111011111011111101011111111111011110111101111011111110111011111111011111001110111111111011101111111111011111101110111011001011000111110101010111101111011011011111101111111111110111111111101111111111111110011111110101011101111100111101111110000111110111000011111101111111011111011011011011101110011111111111101111001011011011001101111111111111111011011001011110110101101111101110110110111101000111111000111
100,0000000000000000000000000000000000000001001000000000000000000000100000000000000010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000010000000000000000000000000000000000000000000000000010000100000000000000001001000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100001000001000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000001000000001000000000000000000000000100001000000000000000000000000000001000001010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111010010011101111101000111101000110111111101101101110111111011110011011111110111000111101100011110101001111111100111011100111111001111110110111111011110111001110111101010111110011101101011011111011001111111111010011100011101111111110011001110001111011100111110100101111010111111101110101011101101011111111011111111111010111111110111010111111110001111001010011000111000101111111000011101111111101110111011110101111101111100111110111111110101111101101111100011101110111111100011110110011010111110101011111010011010111001001111001110000111111101011110111101011011110001110111001100010000101110011111110010100010011101001111011111111111111111111011111111110101100111111111111011111100110001110011001110011011010101011100111111010111011011111101111001111011111110010100010111011110011101111110111110101111111111110111111011111011100001111011011110100111110101111111010110111001111101111111111001000101110100001010010110111111001101101111111011111110010011110100111010001111010110110011101111100110010111110001110011110101
101,0000000000000100000000000000000001000000000000000000000000000000100000000010000010000010000000000000000000000000000000100100000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000001000000000000000001001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000010000000000000000000010000000000000000000010000000000000000000000000001010000000100000000000000000100000000010000000000000000010100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000010000000000000000000000100000000000000100010010000000000000000000000000001000000000000000000000000000000000000000010000000000001000000000000000000100000000000000000000000000000000000000000100000001000000000000000000000000010000000000000000000000000000000000000001000000000110010000010000000000100000000000000000000010000000000000000000000000000000000000000000000000000000,0010110101011011001110110010010110101100100011001110110100101101101010001101110011010010100010000111110111001111100011011100100011001000001001110101111111001001110000101011010010101000010010000011111010101000110101111011000100110101100100001110001110111111001011110010110000011010000110110101001100100010011011010111001110010111001001011011101011110111011000000101110001010001110001011011101100010101000100010011101100011001111110011001110011011101011010010000110010001111100101111011010101000001000100100110000001010011010101100110010000101110011111001100101000111010101011110011110110000100000110011110111110000000101100010110110000111111001011111111100011000101000100101111101001101000000011101110010010000100000001001011001010100111011101101100111100101000101000101111110101001111111001111110101110000000010101100111000111000011001001000011001011100011101101011110100100000101010111101101011000010100001101000000010101101001011011001011000001101111101010110011011000001011010000101000000110001110000000000001110010100001
102,0000000000000100000000000000000001000001000000000000000000000000100000000010000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000001000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000100001000000000000000000000010000000000100000000000000000010000000000000000000010000000000000000000010000000000000000000000000001010000000000000000000000000100000000000000000000000000010100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000010000000000000000000000100000000000000100010010000000000000000000000000001000000000000000000000000000000000000000010000000000001000000000000000000100000000000000000000000000000000000000000100000001000000000000000000000000010000000000000000000000000000000000000001000000000010110000010000000000100000000000000000000010000000000000000000000000000000000000000000000000000000,0110110101011011001110110010000110101000100011001110110100101101101010001101110011010010100010000111111111001111100011011100100011001000000001110100101111001001110000101011010010101000010010000011111000101000110101111011000100010100100100001110001110111111001001110010110000011010001110000101001100100010011011010111001110010111001000011011101011110011010000000101110001010001110001011011101100010101000100010001101100011000111110011001010011011101010011000000110110001111100101011011000101000001000100100100000001010001010001100110010000100110001111001100101000111010101011011011110110000100100010011110011110000000100100100110110000111101001011111111100011000100000100101011101001101001000011001110010010000100000001000011001011100011011100101000111100101000101000101111110101001111111001111110101110000000010001100010000111000010001001000011001011100011100101001110100101000101010111101101011000010100001101000000010001101001011011001011000001101111101010110011011000001010010000101010000110001110000100000001110100100101
103,0000000000000000000000000000000000100000000000000000000000000001000000000000000010000000000100000000000001000000100000000100000000000000000000000010000000000000000000000000000000010000000000000001000000000000000010000000000000000000000001000001000010000000000000000100000000000000000000000000000000000101000000000010000000000000000001000000000000000000000010000100000000000000001000000010000000000000000000000000000000000000000100000100000100000000000000001010000100000000000000000000000000000100000000000000000000000010000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000100010010010000000000001000000000000000000000000000001000000000100001000000000001000000000000000000000000000000000000000010000000000000000100000000000001000100001000000000000000000000000000000000000000001000000000000001000000000010000000000010000010100000000100000000000000000000011000000010000000000000000000000000000000000000000100000000000000000000000000000000000000100010000,1011011011111111111111111111011111111011111001110111100101101101111010111111111001111001011110111111110101101110101011001011111111111111101101111001111111111111111011111111110111111011100011111011111111110111111111110011110111111111111111101111111111111111101010111111111111101111111111110111101101101111111111011110011111111110011111101011111111110011111111111111001111111011111111011111110111101111111111111111110111110111111111111101101111111110011111111101011011101111111110111111101101111111001101101111110101111111110011101111111111111111111111111110111101001111111101111101111111001011111010100111111111100101100110010111011111111011110101111011110111101101010111111111111111111110111111111111011111111110011111110111110111110111101011101111111110011011101011111111111111111111111111111111111111111111111110111111111011111110011111101111110111101111111111111110011111011111111111111111111011101111111111111111111101111101011111111011111011111101110111101111011010101111110111001111110101100110100011101010011111110111
104,0000100000001001000000000000000001001000000000000000000000000000101000000000000010000000000000000000000000000000000001000100000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000100000000001000000010000000000010000010000000000000000000000000100000010010000100000000000000000000000010000000000000000000000000000000000100000000000000000001000010000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000100000001000010000010000000000000000000000000000000000000010000000000000000010000000100001000000000010000000000000000000000000000000000000000000000100000000010001000000000010000000000000000000000000000000100000001000000010000000000000000000000010000010000010000010000000000000000000000000011000000010000100000100000010000000000000000000000000000000000000000000000000000000000000001010000,0111000011111111100110110111010000001111111011001101111001001101110001011001011011000001011110110001011111101100111001100011001011011001111000100101111111011011110100111111111100001001101101011011111111100111111001111001000110010000110111101110111101001000111001111011111010101011110111010001001101001111100111011111011111110001011011111111001011110101001110001101111110001001100001000010111011010101110111011010110010000100111101101111011111011111000100010100111111101111011001111011100001101111000100100110111101011010010011100110001110101101010111101111101101110001010011000011110110000111111011010111011011100111000100001100111010011010001010111010111011010111010001111111110111000101110111101100110010111110001010101011001000111101000101001010111000111110100001011010110000001111011101111111111011110100110111100011100111100111011111001011011111111011010001111110101101010110010111111101111010100101011001101101111111111001011001110001101010100011101010110101000011101111011110111101010101100100110100000100111101111001
105,0000100000001000000000000000000000000000000000000000000000000101100000000110000010000000000000000000000000000000000000000100000000000000000000000001000100000000100000000000000100000000000000000000000000010000100000000001000000000000000000000000000000000000010000010000000000001000100000000100000000000000000000100010001000000000000000000000000000000000000010000100000100000000001000000000000000000000000000010000000000000000000001000000000000000000010000001010000000000000000000000000100000000000000000001000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010010000000000000000000000000000000000000000000000100000000000001000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000001000000000010000010000000000000000000000001000001011000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1011111110111110000100011111010111111111111110110111101101010101111110010101111001111111111011001101011111111001110111110111101110111101111110111111111111111111111101111111111001101110110111011111111111110101111111110000110111111101011111101111111011111111111111111111111110111011111111111111111001110111011001111001110111110011111111010110011111111111011110101111111010011111111111111111111111011101101111111011111101111111111101111011110111111101011011111011011010011110111011001101110111110111101101101011111101111101011111111110101110001010111110111111111011011111110101111111111010111111111101111011110111101010111111101111110111111101110111110101101011100101001011111110111111111111110011111101011111011100011111111111111111101011111111111001111011111011111111101001110101111111101101111110101111101110111111101111111011101110111011111111111110110111010111011110101101111111110111011111111110011101111111111010111111111111111111011101111101011001111111111110111010011111111110101111101100001011111111111111111011110111
106,0000100000000000000000000000010000001000000000000000000000000000101000000000000010000000000000000000000000000000000001000101000010000000001000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000001000100000000000000000010011000000000000000000000100000000000010000010000000000100000000000000001000000000000000000000000000000000000100001000000000000000000000000000010000000000000001000000000000100000000000001000000001000000000000000000000000000001000000000001000000000000000000000000000000010000010000010000010000000000000000000000000010000000010000100000000000000000000000000000000000000000000000000000000000000010000000000001010000,0111010011010110100110000101010000001010111011001101111011001101110001111011010011011000011010100000011111101101100001100011100011011001010000100111110111011011110100111110011000001000111011011011110111100110111100111000000111010000110101101010110111001000100011011011110010101011100111011001001110001101100011001111011110110101011110011111100011110001001110001100111110001001100001000000101001010100100111001010111010010101111100001001011111011111000000010100011011101111010001111011101001001001010100100110111001011010011011100110000010001101010111101110001100110001010000000010110110000100111011011111010011101111101110000000010010011011001010111010111011110111010001100111100100000101110001101000110010011110000110101011001000110101000000001100111000011100101001011010111000010111011001101110110111110000010111100010100111101010001001001010111011110011000000111110100100010000000111110101011010100001011011000101011001111001011001010001101011110011101001111101000011110101010100101111010001100101110100100000111001101001
107,0000000000000001000000000000000001000000000000000000000000000000100000000000010010000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000001000000000000000100000000000000000000010000000000000000000000001000000000000000000000000001001000000000000000000000000000110010000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000010000000000000000000000000011000000000000000000000000000100001000000001000001000000000000000000000000010000000000010000100000000000000100001000000010001010000000000000000000000000001000000000010000001000001000010000000000000000001000000000010000,1111110111011101111111111111111111101011101111100011101111110101111010011110111101110101111101111111011111111100111111100111111111111111100111111001101111101011110001111011110110001111110100011111001110101110111101011111010000110011111111111110110111111111111011011111111100111111111111111111111110001111010111111111111111110001111111011100111010111011011100111111011100011111001001111111101011110101111111111011111011011101111101111111101011111110011101010001101111101111111011110011110100001011111011111111111101111111111111111101100110111100111111111111111111110110011111111011110111111011111110001111010111111111111101001111111111111111111010010010110111101110011111111111111111001110101111111101010110111110011001011111111011111111011111111011111101110110111110111111111010111110101111111111111111110110111111110111111111111011111011110111101111111111110100111110101101111001110111111011111111111111011111011011111111111011111011010111111011111011111111111110111110111111110110100111101111101111010001101101110011110011
108,0000000000000011000000000000000001000000000000000000010000000010100000000000000000000000000000000000000000000000001000000000000010000000100010000000000000000000000000000000000101000000000000010000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000100000000000000000000010000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000001000000000000000000010000000100000000000000000000011000010010100000000000000000000000000000000000000000000000000000001000000000000011000000000000001000000000000000000000000101000010000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000001000000,1111011000010100111010000011101100001000100100000101111000010010101010000100100101111000010010111100000110010110001011011111110001000111101110011101000100011010011100110110010010001010100110011111010001111110100111010111110100111111011101110100001010011111101100011101110010001010001111110111001100110010101111001111001011011011001100100001100100010000101100001100000101010001101101100011101000010011100100010011101001001001010010101001011001111110010001111000000110000000101011010101101100101001001111000001110101010010111001111100000010101010011111100111100010100111010011001010001101100001010100011100010011111010001101100110000011010011010010110001100010111111010010010101011011110000110001000111001110100000100111110111010001010110101011001110111011100110101011110001000100110110101010101000111001101111001010100011110010100110000011100111000010010111110110011110010001000100110101101111011010110101110110110101011110100000111100011011110100111001000000101000010001011100111111010011001111010100110100001000011100001011
109,0000000000001001000000010000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000000000100000000001000000110000000000000000000000001000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000011000000000001000000000010000000000000000000000000000000000000000000000000000000010000000000001010000000000000000000100000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,0011010010101010000110100011010101001010110001001000100101000001100000011010100011011001001111100001010110000000111000100011101110000000100001110100111100011000011110101011101100111001101101010011111110111001110001111011100001010011010101000000011001000001111100111001100000111011010110011001101001001010010101110110001011010000011111110011001011110100001110001100000110000001100001000000001000001101010001001011110001000101001101101101101011011111101000010000010010101101011001101101010000010111010101000010101000110000010010100100000110001001010110001101001010010001000000000011010010100001100101010011111010010000011111000100111110001010100000111010110010000101000001111101001110000110100111010010010110111100010011000010001010010111100000001100111000101000101000011110011000000110001001101001001011100100100110000101100111101011001011000111100111000011001001111100000111010000010111000111001101111101100001100011110101010001001100010111101100100010101000110100100010011011010010001100000100000111000100000100011110110001
110,0000000010000001000000000100000001000000000000000000000000100000100000000010000010000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000001000100000000010000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000001010000010000000001000000000001000000000010000000000000000010010000000000000000000000000000000000000000000001010000000000000000000000000101000100000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010010000010000000100000000000000000000000000000010000000000000000000000000001000000000000000100000000000000000000000010000000000000000000000000000000001000001000000010000000000000001000000000000010001001000000000000000000000000000000000010000010000000000000000000000010000000010000000010000000000000000000000001000000001000010000000000000000000000000000000000001000000000000,1011011010110111110111111111001000111111111111111011011111111110111111111111110011010110111110111011000111100111111111011111111111110111111111101111001101011100111111111111111101111011101111011111111111111101111111011111111111111110111101111101001010111101100001110110101111101101001111110101011100110111111001111111010110101011111111110111101011101111111101011111111101110111111101111011110111110111100010111111111011111001011100101111010111111111011011111011111101111011111111001101110011001100111111101111111111110111111001101111111111110101011111011111101011010101111001111011110111010011011101011111111111111111111111100110110011111101111111110111011011011111111111111111111111111101011111111111011011111100111011011111110110111111111111111100111011101011111111100001101111011111101111111110111110111100111011111011110111100011111111111111100110101111101111110110101111101101010111101101111110111111110101111011101001110111101011111101011011001010110101111110011110111110111110111111011111001111000011110111110111101111
111,0000100000000001000000000000010001001000000000000000000000000000101000000000000010000000000000000000000000000000000001000100000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000010000000010010000100000000000000000000000010000000000000000000000000000000000000000000000000000001000010000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000100000001000100000000000000000000010000000000000000000000100000000000010000010000000000100000000000000000000000000010000000000000000010000000100001000000000000000000000000000010000000000000001000000000000100000000000001000000001000000000000000000000000000001000100000001000000010000000000000000000000010000010000010000010000000000000000000000000010000000010000100000100000000000000000000000000000000000000000000000000000000010000000000001010000,0111010011010110100110010101010000001010111011001101111011001101110001111011010011011000011110100001011111101101101001100011100011011001010000100111110111011011110100111110011000001000111011011111110111100111111100111000000111010000110101101010110111001000101011011011111010101011100111011001001110001101100111001111011110110101011110011111100011110101001110001100111110001001100001000000101011010100100111011010111010010101111100001001011111011111000100010100011011101111011001111011101001101001010100100110111001011010011011100110001010101101010111101110001100110001010010000011110110000101111011011111010011101111101110001000110010011011001010111010111011110111010001100111100100000101110001101100110010111110000110101011001000110101000000001110111000011100101001011010111000011111011001111111110111110100110111100010100111101110011001001011111011110011010000111110101100010000000111111101111010100001011011001101011011111001011001110001101011110011101011111101000011110101011100111111010001100101110100100000111001101001
112,0000000010000001000000000100000001000000000000000000000000100000100000000010000010000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000001000100000000010000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000001000000000001000000000010000000000000000010010000000000000000000000000000000000000000000001010000000000000000000000000101000100000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000010000000000000000000000000010000000010000000100000000000000000000000000000010000000000000001000000000001000000000000000100000000000000000000000010000000000000000000000000000000001000001000000010000000000000001000000000000010001000000000000000000000000000000000000000000010000000000000000000000010000000010000000010000000000000000000000001000000001000010000000000000000000000000000000000001000000000000,1011011010110111110111111111101000111111111111111011010111111110111111111111110011110110101100111011000111100111111111011111111111110111111111101111001101011100111111111111111101111011101111011011111111111101111111011111011111111110111101111111001010111101100101110111101111101100001111100101011100110111111001111111010110101011111111110111101011101111111101011111111101110111111101111011110111110111100010111111111011111001011100101111010111110111011011101011111101111011111111011101110111001100111111101111111111110111111101101111111111110101011111011111101011010101111001111011110011010011011101011110111111111111111111100111110011111101111111110111011011011111111111111111111111111101111111111111011011111000111011011111010110101111011111111100111011101001111011100001101111011011101111111110111111111100111011111011110111100011110111111111100010101111101111110111100111101101010111101101111110111111110101011011101001110111101010111111011011001010110101111100011110111110011110111111011111101111000011110111110111101111
113,0000000000000001000000000000000000001000000000000000000000000001100000000010000010000000001000000000000010000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000011000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000100010000000000000000001000000000000000000000010000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000001010000000000000000000100000100000000000000000000000000000000000000000000000000000001000000001010000100000000000000000000000000000000000000000000000000000000000000000110000000100000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000001100100000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000010000000010000100000000000000000100000000000000000000000000000000000000000000000000000000000000000,0110010010011001101000110110000100001001111010100011100100000100100010010101110001011010010001100011010111000011101110000010101011100100100000111100011100001000011100101001110100001010000000100011011010100001111110000011100100110101100111001011011110111111011001011010100100001011011110000101101000100110001001000111010110111101001111110001101111110011000110011101011000010011010111001011101101010101010000001101111010001111011010111101000011110110010001000101110011101110110010101101110001010111101101111110100101010101010001100100010110011100101111001100100000010100000001110001010001101011000010100111010110000000100100010111110001110011000101110011101011001110000100101111111001101100100111001111010110010100010101110001000110110111111010101101101100001100101100110001100100101011101000101101111101101001010110110010100011101011011001000111000110000011100101111101101101010001011111111000111010110100110101110011111010000000001011111011110001010101100101100110011000000110010010100010000101110110001010101100111101110001
