,Smiles,ID,mol2vec-000,mol2vec-001,mol2vec-002,mol2vec-003,mol2vec-004,mol2vec-005,mol2vec-006,mol2vec-007,mol2vec-008,mol2vec-009,mol2vec-010,mol2vec-011,mol2vec-012,mol2vec-013,mol2vec-014,mol2vec-015,mol2vec-016,mol2vec-017,mol2vec-018,mol2vec-019,mol2vec-020,mol2vec-021,mol2vec-022,mol2vec-023,mol2vec-024,mol2vec-025,mol2vec-026,mol2vec-027,mol2vec-028,mol2vec-029,mol2vec-030,mol2vec-031,mol2vec-032,mol2vec-033,mol2vec-034,mol2vec-035,mol2vec-036,mol2vec-037,mol2vec-038,mol2vec-039,mol2vec-040,mol2vec-041,mol2vec-042,mol2vec-043,mol2vec-044,mol2vec-045,mol2vec-046,mol2vec-047,mol2vec-048,mol2vec-049,mol2vec-050,mol2vec-051,mol2vec-052,mol2vec-053,mol2vec-054,mol2vec-055,mol2vec-056,mol2vec-057,mol2vec-058,mol2vec-059,mol2vec-060,mol2vec-061,mol2vec-062,mol2vec-063,mol2vec-064,mol2vec-065,mol2vec-066,mol2vec-067,mol2vec-068,mol2vec-069,mol2vec-070,mol2vec-071,mol2vec-072,mol2vec-073,mol2vec-074,mol2vec-075,mol2vec-076,mol2vec-077,mol2vec-078,mol2vec-079,mol2vec-080,mol2vec-081,mol2vec-082,mol2vec-083,mol2vec-084,mol2vec-085,mol2vec-086,mol2vec-087,mol2vec-088,mol2vec-089,mol2vec-090,mol2vec-091,mol2vec-092,mol2vec-093,mol2vec-094,mol2vec-095,mol2vec-096,mol2vec-097,mol2vec-098,mol2vec-099,mol2vec-100,mol2vec-101,mol2vec-102,mol2vec-103,mol2vec-104,mol2vec-105,mol2vec-106,mol2vec-107,mol2vec-108,mol2vec-109,mol2vec-110,mol2vec-111,mol2vec-112,mol2vec-113,mol2vec-114,mol2vec-115,mol2vec-116,mol2vec-117,mol2vec-118,mol2vec-119,mol2vec-120,mol2vec-121,mol2vec-122,mol2vec-123,mol2vec-124,mol2vec-125,mol2vec-126,mol2vec-127,mol2vec-128,mol2vec-129,mol2vec-130,mol2vec-131,mol2vec-132,mol2vec-133,mol2vec-134,mol2vec-135,mol2vec-136,mol2vec-137,mol2vec-138,mol2vec-139,mol2vec-140,mol2vec-141,mol2vec-142,mol2vec-143,mol2vec-144,mol2vec-145,mol2vec-146,mol2vec-147,mol2vec-148,mol2vec-149,mol2vec-150,mol2vec-151,mol2vec-152,mol2vec-153,mol2vec-154,mol2vec-155,mol2vec-156,mol2vec-157,mol2vec-158,mol2vec-159,mol2vec-160,mol2vec-161,mol2vec-162,mol2vec-163,mol2vec-164,mol2vec-165,mol2vec-166,mol2vec-167,mol2vec-168,mol2vec-169,mol2vec-170,mol2vec-171,mol2vec-172,mol2vec-173,mol2vec-174,mol2vec-175,mol2vec-176,mol2vec-177,mol2vec-178,mol2vec-179,mol2vec-180,mol2vec-181,mol2vec-182,mol2vec-183,mol2vec-184,mol2vec-185,mol2vec-186,mol2vec-187,mol2vec-188,mol2vec-189,mol2vec-190,mol2vec-191,mol2vec-192,mol2vec-193,mol2vec-194,mol2vec-195,mol2vec-196,mol2vec-197,mol2vec-198,mol2vec-199,mol2vec-200,mol2vec-201,mol2vec-202,mol2vec-203,mol2vec-204,mol2vec-205,mol2vec-206,mol2vec-207,mol2vec-208,mol2vec-209,mol2vec-210,mol2vec-211,mol2vec-212,mol2vec-213,mol2vec-214,mol2vec-215,mol2vec-216,mol2vec-217,mol2vec-218,mol2vec-219,mol2vec-220,mol2vec-221,mol2vec-222,mol2vec-223,mol2vec-224,mol2vec-225,mol2vec-226,mol2vec-227,mol2vec-228,mol2vec-229,mol2vec-230,mol2vec-231,mol2vec-232,mol2vec-233,mol2vec-234,mol2vec-235,mol2vec-236,mol2vec-237,mol2vec-238,mol2vec-239,mol2vec-240,mol2vec-241,mol2vec-242,mol2vec-243,mol2vec-244,mol2vec-245,mol2vec-246,mol2vec-247,mol2vec-248,mol2vec-249,mol2vec-250,mol2vec-251,mol2vec-252,mol2vec-253,mol2vec-254,mol2vec-255,mol2vec-256,mol2vec-257,mol2vec-258,mol2vec-259,mol2vec-260,mol2vec-261,mol2vec-262,mol2vec-263,mol2vec-264,mol2vec-265,mol2vec-266,mol2vec-267,mol2vec-268,mol2vec-269,mol2vec-270,mol2vec-271,mol2vec-272,mol2vec-273,mol2vec-274,mol2vec-275,mol2vec-276,mol2vec-277,mol2vec-278,mol2vec-279,mol2vec-280,mol2vec-281,mol2vec-282,mol2vec-283,mol2vec-284,mol2vec-285,mol2vec-286,mol2vec-287,mol2vec-288,mol2vec-289,mol2vec-290,mol2vec-291,mol2vec-292,mol2vec-293,mol2vec-294,mol2vec-295,mol2vec-296,mol2vec-297,mol2vec-298,mol2vec-299
0,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0,1.9760908,-3.8042014,-1.5840788,2.4457445,-3.5748513,-5.296527,-7.122165,3.0070727,-1.8106663,1.4375871,2.799547,0.10244411,0.45325145,-0.7452562,-2.840327,-3.4866114,2.1724708,-0.3455341,-7.066317,5.7040873,4.235538,6.6156645,9.104246,9.339714,-5.7585354,2.1627612,-1.6865964,-5.114028,1.0012298,-3.4234614,7.2020984,-5.056533,-5.0619044,-4.0680823,0.8604848,1.5862097,-2.2340336,-2.2717767,9.482706,1.3589522,-2.3969865,1.7878541,-1.4299119,0.36398304,-6.083761,6.203136,-0.0022190735,7.1067734,-2.2431283,1.0593572,3.1812077,-5.867904,-0.21744418,-0.6870978,-12.001973,-6.504962,-7.06767,3.2096138,3.09508,2.1392307,-2.714845,-6.438654,-5.9028606,3.4110684,-10.335392,-1.0826254,7.908332,-0.6617468,-7.91255,-2.2660007,-5.613227,5.7506833,5.771094,-5.6714244,-2.8462589,1.4726366,-2.7633998,5.447411,-1.39146,3.1589806,4.1164713,-3.7675602,-3.2737293,-9.044498,2.806644,1.049586,-6.3415947,8.077536,4.6742663,-2.6722946,1.5533862,3.2076879,-4.0505743,-0.9919416,6.86431,-1.671228,3.6765156,6.352079,1.3228425,-3.1821258,-5.4412384,-4.2723966,-5.7578216,-5.099938,2.8055556,-4.4336343,-2.295772,6.2322707,0.025631186,-5.1819887,-11.963926,2.8301528,-0.05967675,-0.4431232,2.5105982,-1.3756243,7.2852464,7.856031,-3.9139395,-0.31441474,-4.5424147,1.0421077,1.2745104,7.9603815,1.0347567,-8.585319,-7.701775,-1.8353629,-3.0253675,-1.5857939,-4.9833837,5.1000214,8.484289,6.6864734,4.973869,9.754596,4.6039095,-1.8961133,3.610478,-3.7632306,2.784557,-3.3622286,-3.7353373,-0.5341439,1.4453171,5.3016286,-5.3629503,1.2453724,-3.1659343,1.219309,6.8616157,4.5550537,5.3556814,-0.91222656,-1.0379854,4.1439896,-5.7944274,-1.3578618,0.13456382,0.3983894,-3.7336788,-1.3893123,-1.285651,1.9510623,1.0485103,-3.3390086,-2.6537652,-2.8747659,-2.5584114,0.5575958,-4.1512704,-4.709863,6.248879,-3.2240434,6.2071414,-5.6740932,4.6626415,1.1304293,-1.6574172,9.340605,-0.85302633,7.6892724,0.33885202,10.0687,6.795318,-2.5792727,-2.564073,-3.1514003,-3.6888752,-5.482675,-1.5990064,1.7233652,-2.9035742,-2.5509353,-0.6768237,-1.2103603,-3.6375043,-6.5607767,-2.1895616,1.815633,8.5588665,2.3931754,7.127234,3.6225176,3.3998756,4.187957,5.992843,5.3785963,8.045007,0.23400562,5.911515,-4.135892,8.921986,-5.995162,2.6633525,-0.33409098,-0.24739471,7.502517,-2.8615139,4.0750427,0.98276126,-7.5432987,-9.385124,3.8227537,2.7611697,-8.491538,-3.5237088,-5.707899,2.5240777,-1.6164641,1.5560782,1.5820196,-4.1856675,-11.393229,-2.0791745,-7.4144387,2.2452826,1.0855368,-1.5328144,4.29483,1.9444618,-4.279035,6.8377833,2.127477,-2.472974,3.6952257,-4.5834217,-5.2806816,0.58455807,1.3824817,-11.398653,4.9302726,6.8809958,2.214933,-12.817033,2.5289278,1.6195308,-3.5715055,5.8957644,-5.8031445,1.5531496,5.378544,1.1953948,9.505821,1.1809002,-6.421015,-3.1921253,3.4670894,2.7313395,-2.5659883,4.969132,6.581755,-0.26644892,-5.4888983,-0.82543534,-3.478725,-2.5904996,-1.4025805,0.5045758,0.41124165,-3.2822626,-5.738737,-9.1877165,-8.46323,1.1301098,5.567535,-4.8899007,-0.19960852,-3.9548774,1.7041788,-2.7963614,13.753683,2.8208935,-1.0434172,-9.453864,-8.235399,-8.943705,-2.2812245,-10.577971,3.6312962
1,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1,0.1263241,-4.9639215,-3.3718016,-1.2970718,-0.13927513,-8.887688,-10.5595255,6.4595394,-0.003204763,-1.8658453,4.9398813,2.1461549,4.3458385,5.238332,-2.1616373,-4.8248744,2.802541,-4.7023025,-7.5828104,7.749407,8.630666,3.042326,14.020748,7.022211,-10.8582115,-0.6114081,-8.33588,-4.1822824,6.0593596,-5.495866,1.0182688,-3.6283767,-5.568773,2.0114703,0.48255777,2.7698498,-5.853896,-3.2625518,15.045453,7.476983,-4.589622,1.3635864,-0.8808141,-0.9206444,-2.8226056,11.702696,1.4702957,8.121968,-6.0387373,4.2177835,-2.0612717,-7.0726824,-2.7884297,0.58613825,-17.476343,-10.153298,-7.7594995,11.688015,8.3440895,0.02679059,-4.6030335,-6.181973,-7.679279,6.451046,-16.433382,0.27870744,9.212047,-1.0873797,-11.47907,-5.9941344,-6.5576124,11.320014,8.381686,-8.195073,-0.13341616,0.93086797,-8.523668,1.5979617,-1.2086083,4.418767,8.692669,-5.5545316,1.5785061,-14.664568,5.903,0.81423074,-7.5534306,15.001636,3.9249399,-1.8114055,0.52256227,3.9736185,-4.5866184,-0.051436134,8.552323,-3.238879,2.7613642,11.928172,7.8297024,-6.1701145,-5.1017585,-7.178068,-3.1937482,0.21625695,5.759677,-4.06154,-4.261453,11.284925,-0.17937912,-12.449643,-13.89555,6.973723,-2.3899395,-4.9401226,-1.8826697,-3.8572195,10.725342,9.07663,-3.283708,0.19932027,-4.616841,7.3577104,3.888899,7.324993,1.7737695,-11.418631,-5.102182,-0.03333153,-6.381266,-1.9879938,-6.771357,9.098058,6.824801,12.6209135,4.817873,13.278315,5.6106486,-2.252201,1.7666463,-7.183028,5.35654,-5.5953236,-2.4721942,-4.5174704,2.7617621,5.2656465,-4.7336473,6.209666,-7.946001,1.2237263,0.11569536,10.863297,11.981475,-9.521829,-1.2324636,7.107772,-7.2228394,1.5758059,1.2701852,-3.3020718,3.4147158,-1.4153192,-1.4434028,1.8088757,2.9869132,-0.279927,1.1367314,-6.9901514,-2.1129372,2.356055,-4.1563616,-2.5990806,10.976444,-12.377862,9.799282,-7.3992724,2.2372386,2.7269964,-5.600164,10.860083,-0.58339816,7.4552584,-1.0991343,15.97595,10.815803,-6.044034,-5.661731,-4.7635174,-3.1130726,-6.0396314,1.560698,-2.2999005,-0.5528003,-2.364223,1.0768,-2.6904993,-2.7772117,-9.031657,-2.189505,-0.1652891,5.2626333,7.102669,13.933227,8.390192,8.781831,3.080171,6.7685256,7.5203567,8.453641,-2.492587,7.076921,-5.793987,9.963154,-2.943568,9.848156,-2.7832081,2.7742324,11.833007,-9.260215,5.477611,5.2167106,-11.424721,-8.54148,4.551969,5.483277,-9.724879,2.7453823,-7.6336174,0.03664051,-0.12208935,2.730911,0.20207256,-4.406141,-12.6151705,-6.507774,-10.967997,4.721052,1.4733249,-3.7730875,8.92282,5.0975914,-10.403721,6.9662747,3.6674418,-4.9325323,5.3417134,-6.8259115,-11.018866,1.3869257,4.5752525,-10.788767,2.3554459,8.796963,4.0614047,-15.886049,8.818469,3.750774,0.7839302,11.276909,-12.358526,7.0834537,8.465794,2.183465,8.851525,6.123032,-6.865237,-0.21488072,0.30017856,4.8368106,-4.498393,11.692691,8.939244,0.8899767,-7.2432637,-1.1553407,-8.227335,-2.231184,2.053452,-4.150443,0.98306537,-4.0804534,-5.8095584,-11.349395,-3.041774,-2.0978012,12.69756,-3.1585917,-0.099632174,-3.0747359,3.0255704,-0.27864248,16.69275,0.069531634,-0.03066831,-12.652444,-9.448992,-11.965437,-2.1842113,-11.339852,1.7590575
2,COCO[C@@H]1CC(=O)OC[C@H](C)C(=O)O[C@@H](C(C)C)C(=O)N(C)[C@H]1Cc1ccccc1,2,1.5183536,-6.3643875,-5.4770823,6.176397,0.5613701,-4.0771008,-11.703947,0.14654464,4.2774606,-2.9201531,3.5954056,7.147774,-1.4701148,0.7634748,-8.887941,-6.6897187,8.993231,-6.566417,-6.2656655,11.878835,4.7240963,10.85947,18.057655,12.155831,-7.254061,4.21541,-3.788849,-13.935719,0.052458007,1.3358704,5.293745,-3.4083786,-11.26342,-6.215695,2.961428,0.40989476,2.0258565,-3.029611,12.506556,5.645435,-2.033597,-3.1552947,-2.7247722,-1.4890673,-10.493242,9.685308,-1.7636607,8.33391,-1.8831297,4.1299925,2.3426642,-8.651511,-4.0839777,-5.810845,-13.122252,-8.587617,-7.9677453,3.2866175,4.8671865,6.0266814,-1.5259465,-5.9435205,-7.4182324,1.9334326,-19.026735,-1.4404786,12.007776,-0.31634712,-3.8012815,0.7857816,-9.542831,2.9843297,10.830397,-8.072044,-1.7337127,2.564775,-8.1904955,3.974943,0.52722764,5.161371,7.3594093,-2.0974083,-3.166127,-12.463053,2.095115,-0.19879642,-10.031358,9.7946205,5.556566,1.0468326,1.9165512,5.1099796,4.270731,0.12019794,7.2403555,-3.4895532,7.5261493,5.3549924,6.0891523,-3.3501337,-4.0676413,-8.73793,-6.781124,-10.581542,4.5414267,-10.512442,-4.337352,6.7771754,5.240813,-9.2860365,-11.093472,5.760199,2.4274802,-3.0090387,-0.77933425,-3.806908,9.569094,14.289702,-2.506573,1.5816654,-7.419713,3.9499793,0.59188545,7.8355503,5.1062703,-14.275192,-10.141504,-2.5035918,-8.265012,-2.1341934,-1.6031018,7.54494,9.724273,15.3160305,5.7497826,14.780275,9.251592,-2.6477337,9.022444,-7.831587,6.741353,-0.51725346,-4.035667,-4.2187505,5.9104943,7.76684,0.45847595,0.92255306,2.8411305,5.9114027,3.1223788,6.8147454,9.047412,-7.4459586,-1.6148076,1.8478941,-9.966011,-2.3868341,-2.8950655,-3.7361186,-3.9275718,0.7536528,-4.8773437,0.8379689,4.0648794,-7.929839,2.4328206,-2.4858067,-3.2324038,5.797329,-6.9748573,-8.478202,11.107157,-1.2737541,4.3817987,-0.8357138,1.1093354,0.56503123,-4.1693544,14.052046,-1.3625456,7.9345264,-1.1462957,15.477432,6.8382072,-4.6825056,1.007908,0.46047574,-2.0743806,-4.6124578,-1.5208799,-2.9250374,-2.6736147,-1.4230329,-0.28068712,2.8469307,-4.449848,-13.261084,0.31013858,1.5797133,4.436203,0.8011749,7.813759,1.1589305,3.5772433,4.1239767,11.825004,6.989417,10.328738,-0.9388462,14.2776785,-7.471008,13.121438,-7.2119317,8.4030485,-2.0271494,5.5435467,7.635573,-6.311535,1.2956214,4.936647,-13.319257,-12.038231,1.0531209,3.1994586,-6.547673,-6.339508,-2.5557244,6.1226864,-6.139758,2.470659,-2.42473,-6.787663,-12.454563,0.9897153,-8.260794,-3.0187593,0.5319694,-4.5608873,7.2357655,6.9006248,-7.6772213,8.452341,1.0535951,-2.03056,8.834612,-14.513019,-6.7706666,0.6497505,1.662126,-16.291975,8.829661,0.49547416,3.0006943,-14.894541,5.460829,4.0610757,-8.2406225,10.198617,-7.4426694,1.9943254,9.032871,-0.95673597,10.617264,-1.9086791,-7.8971357,-5.7861137,5.0181866,1.916039,-5.4497004,1.548918,8.980462,-3.772217,-2.7424362,-3.2209165,-7.8259664,-1.1141438,-0.048921876,-1.868556,6.4516187,-8.583526,-8.354257,-12.000325,-11.488768,-2.1546628,7.3018293,-2.9697082,-2.1853087,-6.938421,1.2424535,-1.6069847,14.626415,5.312362,-1.6974995,-13.098811,-10.625715,-9.305637,-6.0606556,-16.408756,1.3132951
3,C[C@@H]1C(=O)OCC(=O)N(C)[C@@H](Cc2ccccc2)[C@@H](O)CC(=O)O[C@@H]1C,3,2.2221808,-5.4302034,-4.350403,4.400287,-1.5235833,-3.3483255,-9.563833,1.7152265,2.3609014,-0.793471,3.335927,2.6829188,-1.9753535,0.49165577,-7.9684186,-5.2592316,5.076573,-3.461206,-6.340856,10.823699,2.5193365,7.362281,14.557404,10.466615,-6.5940857,3.605564,-4.360992,-11.740977,-0.70094967,0.8216179,6.5969925,-2.4563308,-8.469891,-4.9905114,3.3947477,-0.47625554,0.44735125,-2.7621877,11.187206,5.089122,-2.464367,-1.4830114,-1.0610303,-1.4587437,-10.607096,9.545905,-1.2082496,5.0786104,-1.5639907,2.2155697,3.459657,-7.1114645,-3.4948761,-4.8107023,-11.748032,-5.8068585,-8.313281,2.9839604,6.0857625,4.6802573,-3.4639542,-6.6728206,-5.7151527,3.8760455,-13.560793,-1.009591,10.536047,-1.0270126,-5.1885486,-1.0356241,-8.850829,3.6838229,8.9028845,-6.5536356,-2.03967,1.6342008,-4.701431,4.541108,0.008312315,3.9576128,5.5820436,-1.2774887,-5.339257,-11.955252,4.507804,-0.9477331,-7.5977936,8.55645,5.112581,-1.1836106,-0.44522604,1.5606964,1.7627741,0.62801766,6.298109,-5.5433316,5.497942,4.6285563,3.40575,-2.9422855,-1.542042,-6.6056247,-4.7449346,-9.562508,2.6227107,-8.760672,-1.405786,3.8015077,2.4788036,-7.4872303,-11.03608,2.0860884,-1.0422659,-0.94268143,-1.0051548,-2.6193485,7.869211,12.081172,-4.8889713,-0.75282514,-5.8660192,3.0812547,0.90552175,7.9082665,3.163027,-12.06436,-9.651993,-1.102569,-6.871646,-2.5453289,-2.7048714,7.4686875,9.648079,11.225579,4.1333866,13.71095,7.043378,-1.4749994,5.1866183,-7.6727853,4.700603,-1.6965802,-3.091635,-2.4350262,5.699824,6.4732594,-2.204991,2.8198173,2.1138556,4.1567287,3.241566,5.642164,9.471957,-5.449553,-1.0491765,1.9385984,-6.9326224,-2.6510885,-2.9984486,-1.6090686,-3.494,0.099016964,-3.4297392,0.95897985,3.1632042,-6.807536,1.056469,-2.0314069,-3.8995965,2.9784124,-4.9599013,-7.4446325,10.207065,-2.1297636,4.77108,-3.9869306,0.87814677,0.25135958,-4.3807025,11.665539,-3.2479615,7.4715924,0.17209214,12.155979,7.734132,-3.2362049,-0.36802772,-0.21021163,-3.1006386,-7.192543,-2.0877006,0.111077204,-2.571255,-1.6474104,0.3138562,0.39469984,-2.9849691,-10.5110655,-0.7378731,2.3901494,3.4980042,0.43455386,5.868997,2.2542052,4.2849083,4.8524046,10.024159,6.8953714,9.6339855,-0.45151597,11.097136,-5.0608377,10.7612915,-8.009849,5.677406,-0.22440578,3.389529,7.506616,-4.2664733,3.2980938,3.5265474,-10.639017,-9.290158,2.3536193,4.0488405,-6.229659,-3.935382,-3.0269892,5.5812817,-5.3196034,1.9112107,-0.2234269,-4.360864,-11.27143,-0.072699785,-7.081342,0.021992877,1.0381203,-3.5029893,6.5140667,5.824534,-4.6189723,7.579234,0.4770872,-1.1501184,9.054744,-11.03598,-6.0642304,0.107198656,1.201521,-15.208635,5.1457176,1.028437,2.3584418,-13.773359,4.3544755,1.7478334,-6.972791,9.869277,-5.7884564,2.1476219,6.488995,-0.14599356,8.644682,-1.9275889,-8.732616,-5.0409107,1.4101042,1.2676942,-3.0215895,3.544689,7.0424957,-1.2010132,-2.510182,-2.037487,-6.5399466,-2.7183514,1.0165373,-1.46839,4.8790736,-5.8411956,-7.363131,-9.78513,-11.0201235,-2.937858,6.586903,-3.1239185,-1.3327799,-5.5455027,1.3388519,-2.2517788,12.402559,4.3567677,-1.7946955,-11.2207,-9.411716,-8.794387,-3.4141703,-13.830626,0.7539051
4,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CCC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,4,6.086646,-11.954578,-12.513749,13.872544,9.825445,-20.703165,-36.073093,-7.1848993,28.638031,-16.557344,29.06475,27.893942,17.282272,13.518063,-35.30211,-20.296097,33.249603,-21.072187,-25.533115,42.691055,10.621827,31.97185,61.218456,21.79432,-19.244131,18.799723,-18.066168,-49.286488,5.8337703,-10.434429,17.57428,-10.178121,-35.744625,-5.73678,6.405219,4.733893,10.406999,-7.833772,29.914125,9.6270485,-3.8419597,-11.614841,-1.9819968,-17.564423,-26.771036,31.591282,-9.193428,34.35861,-0.5884185,-5.050468,14.28269,-38.437294,3.2660315,-18.632368,-48.89545,-22.918446,-16.982615,19.66343,4.2840414,15.408489,5.697768,-5.3905387,-26.66543,4.132156,-53.473682,11.530219,27.56191,8.752432,-19.692595,2.311639,-18.479918,12.261439,24.70114,-31.807848,-6.6193137,-3.1274147,-32.32726,-5.202676,6.5000076,1.255315,15.988763,2.4373932,-15.1208,-29.37315,14.9346,-2.8211932,-27.389078,9.693635,9.999455,11.876438,3.0719624,19.41366,18.791222,-13.745634,11.256739,-2.3004282,30.566765,10.461213,24.875341,-27.940235,-26.868418,-30.474138,-37.97847,-21.846655,16.105232,-40.748283,-25.864923,13.02214,13.031814,-26.665607,-23.792545,13.571065,11.718617,-7.690275,-3.5027552,-1.227527,24.485363,42.578674,1.5666349,6.48099,-12.722316,19.058535,-4.8695583,33.25988,12.659144,-59.545376,-34.73177,1.1920961,-19.700218,-10.868241,-11.700909,5.316209,16.216705,47.857708,13.993937,43.39327,-0.67398137,-13.450798,25.01755,-25.71876,33.048916,3.8648057,-19.29013,-13.506484,11.263672,9.460378,15.891079,-4.240977,22.360504,29.15275,1.7553027,14.234834,16.247355,-34.210453,-2.0560288,-2.5771306,-18.386372,-4.451557,-6.692793,-18.810667,-5.949181,14.41312,-2.2713618,4.9226995,25.921465,-25.290491,4.7024593,-9.84669,-5.4531007,26.085043,-19.60729,-30.311457,33.32975,8.235909,19.834927,-0.4910223,2.741707,-1.8177238,-12.284879,28.120466,-12.617236,25.239883,-2.3911872,45.556377,1.3768663,-12.549969,9.573959,2.8790681,1.5075957,-18.374369,1.3316219,-1.7343142,-15.675481,2.644247,5.629419,14.94163,-7.081259,-33.611732,2.9065857,-4.7384496,-2.8448348,-6.3025684,21.636078,-9.902813,0.04009661,11.11897,41.11655,23.138153,18.376728,-11.537998,47.246674,-8.425214,49.3605,-21.00909,28.983246,-8.154274,30.43973,17.720816,-16.03007,2.8676112,14.219114,-27.858713,-28.300312,3.496413,6.875477,-22.617077,-20.669916,-10.02747,17.704706,-26.624844,2.417816,-15.303524,-17.27544,-33.575592,8.549785,-36.542408,3.8611693,-14.373968,-13.635466,34.2956,19.971388,-36.051163,22.710339,-7.7666335,2.995048,32.293247,-53.76522,-12.452023,-9.720643,4.5319343,-52.779755,20.162216,9.349467,0.35364163,-33.194714,20.190409,6.8752427,-27.220472,38.048634,-28.100708,-8.565768,12.890303,-14.557031,27.236443,-13.15671,-24.499628,-4.6597137,3.8388717,5.2270284,-18.824364,4.2753086,26.801435,-30.713364,0.624242,3.8126519,-35.522205,-12.29018,1.5618161,-12.776611,23.946903,-26.671795,-25.887657,-23.818867,-29.964476,-12.651249,18.506996,-5.855387,-1.0153005,-15.747696,-3.501501,3.6110892,31.664833,6.0366373,1.091636,-38.024643,-27.930668,-13.571698,-21.828987,-58.119236,-1.6600642
5,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(NC(=O)c4cnc5ccccc5c4)c(OC)c(OC)c3)cc1)CC2,5,2.148042,-8.562156,-6.3910193,12.956741,0.6144241,-2.010575,-19.588928,-0.21497083,14.207435,5.841127,-4.5692883,1.4868803,-16.02084,0.721548,-9.1259575,-3.7049704,6.6231446,-8.157177,-4.9546204,16.86667,4.8422666,12.522818,27.894436,10.359141,-17.648191,-0.7974147,-0.028435815,-17.987724,1.516678,2.612217,22.313765,-17.971682,-7.7337117,-11.334847,4.4345045,-1.1156763,-1.652984,0.44687906,17.930143,9.101001,-0.22152606,1.5442033,-8.778558,1.4300529,-17.332518,9.521096,-0.07988929,11.365924,-15.565084,12.237579,9.7842455,-13.193662,-4.0847573,-17.715736,-8.842339,-11.258751,-6.2983866,-3.7423453,8.417502,10.320634,-0.84270453,-15.661908,-4.7391343,3.9065366,-28.188215,0.53294,17.703989,-1.0186352,-3.029512,-0.26122287,-10.490125,1.0180709,15.249295,-10.719798,-2.493487,12.780221,-14.147213,7.160021,-3.9744794,4.913724,11.63232,-7.7793784,-7.568492,-17.929174,3.2358456,-3.0090954,-15.533705,11.442362,6.7174644,-0.5833731,14.741025,3.6442378,3.6606898,9.076624,3.831891,0.5894054,12.846875,9.919676,13.201322,11.749576,-11.396758,-10.176635,-13.370816,-25.512457,7.45897,-12.759437,-2.7188547,7.41217,2.7674198,-10.154119,-19.234287,6.769009,9.512773,-1.8261819,6.569123,-8.960649,16.34195,16.19798,-5.9275146,13.4646635,-18.497221,2.5979605,-6.6121364,10.686862,7.553286,-15.706443,-14.344836,-1.6298379,-10.174606,3.2171183,0.47507656,6.0234003,17.608982,21.68162,-2.5088923,23.541334,22.840233,-3.5055087,18.891878,-6.76278,16.6482,-1.4609131,-4.4834604,-1.8237989,16.430101,14.566737,2.2718797,3.5812893,1.4934657,13.186928,8.199121,0.48394263,12.131142,-2.925996,-4.5164237,5.5991936,-15.35844,-10.410592,2.9291368,-9.527041,-6.727706,-3.6712213,-7.3962317,0.7976521,3.148598,-16.571579,1.572714,-2.2454426,-0.37123626,11.221591,-13.452722,-8.182608,20.677698,0.061578043,-0.2195291,7.1525803,10.809241,-3.492993,-5.252745,15.66546,-4.905846,15.168989,-5.6719513,19.381796,15.767689,-6.7839575,-7.014181,-3.935851,-11.697209,-6.142505,-2.546222,-0.7260797,0.7547741,-1.5408177,-2.6137366,-0.5935365,-10.351251,-15.892748,-5.519765,-0.27880046,12.032538,5.1778774,7.7160945,4.01278,11.819316,-4.0320835,19.18668,7.364588,20.96214,-2.936153,23.018059,-6.419337,11.8672695,-10.030214,6.755779,0.5379454,-0.07250724,8.778505,-12.83148,9.143015,3.5101657,-14.905449,-5.083295,0.9503051,7.7857695,-7.7421246,-4.6547475,4.0870013,13.463894,-12.101034,3.088695,-2.0984082,-10.914215,-22.411722,-3.2482364,-9.818482,-8.39086,-0.9446525,-8.407218,15.949022,11.42116,-0.7774242,9.541822,4.637638,-11.693425,6.697081,-24.440111,-12.662502,-0.73289835,-10.453665,-26.987549,7.0831847,-3.1941903,-1.7077564,-21.511059,-0.7832695,8.572309,-14.756298,11.060447,-12.410601,1.9869251,14.302033,9.0280695,20.096312,3.3946192,-10.60138,-16.951002,14.861291,2.4317708,-5.11315,-4.7616663,9.520274,-8.241401,3.6485987,-0.48488885,-6.308464,0.16877104,-5.66853,2.1943555,-0.32563794,-13.110609,-8.885345,-28.443266,-11.412317,1.7904283,7.9399576,2.0594757,-3.5098734,-10.897654,0.76379716,1.8147149,20.759829,17.812637,-2.4830709,-13.728471,-9.027808,-11.417438,-8.848247,-21.435476,-4.0612226
