tSNE_0,tSNE_1,Label
0.44433042,0.906703,0
0.53098536,0.75228196,0
0.3753214,0.864614,0
0.33510625,0.58589625,0
0.44216943,0.88308865,0
0.4404867,0.88109326,0
0.51346153,0.87842005,0
0.4538647,0.88174796,0
0.29945982,0.6028186,0
0.4042231,0.807277,0
0.22330531,0.59810436,0
0.57150805,0.7592,0
0.46039551,0.87952787,0
0.41868955,0.8569714,0
0.4344267,0.8744339,0
0.45625532,0.87563497,0
0.88824594,0.76395714,0
0.90895593,0.77032226,0
0.51436543,0.81047183,0
0.21930405,0.9920578,0
0.51429373,0.91603535,0
0.21365751,0.99690706,0
0.22834371,0.6005034,0
0.38012683,0.9837392,0
0.2770865,0.59617317,0
0.85347736,0.788763,0
0.55553174,0.8582082,0
0.27324218,0.5968288,0
0.5213628,0.86581373,0
0.27953514,0.60618615,0
0.21365751,0.99690706,0
0.29132888,0.588025,0
0.22329983,0.59941566,0
0.36130878,0.9932241,0
0.5071746,0.8822844,0
0.9110529,0.7645221,0
0.8619689,0.7568722,0
0.8882601,0.7638687,0
0.8543056,0.82927555,0
0.8546728,0.8312561,0
0.86159134,0.8321283,0
0.19079131,0.8680959,0
0.85323435,0.8356435,0
0.19612226,0.87034434,0
0.87250876,0.79236066,0
0.3738164,0.91008866,0
0.45257676,0.9290106,0
0.22447269,0.8519524,0
0.8950356,0.7820461,0
0.9341568,0.7721219,0
0.8811718,0.7739532,0
0.8425846,0.8602513,0
0.5241845,0.8110837,0
0.49088883,0.8880052,0
0.3878058,0.88614815,0
0.4331576,0.91422886,0
0.42720482,0.86741984,0
0.47469056,0.89279693,0
0.49050584,0.90083617,0
0.5725461,0.9061163,0
0.36428946,0.8934787,0
0.56886977,0.90799934,0
0.37827036,0.91133034,0
0.48809335,0.8999718,0
0.21654949,0.86073905,0
0.48106417,0.8810128,0
0.38206667,0.9044107,0
0.23787549,0.59544194,0
0.8354195,0.86104596,0
0.36534584,0.89325976,0
0.27159357,0.7928415,0
0.519574,0.90205944,0
0.49314266,0.7470702,0
0.4892176,0.8666566,0
0.49278867,0.8650936,0
0.48903522,0.8726964,0
0.52294636,0.8094242,0
0.41117898,0.809449,0
0.81418216,0.8554583,0
0.4761471,0.87896484,0
0.5222603,0.8684227,0
0.41117898,0.809449,0
0.22540498,0.6010105,0
0.20961137,0.9933534,0
0.41117898,0.809449,0
0.3812312,0.97027725,0
0.5053331,0.750556,0
0.5031983,0.75312686,0
0.27645335,0.60035056,0
0.5838162,0.8880314,0
0.91435474,0.7621907,0
0.49182847,0.7479795,0
0.51077515,0.74373037,0
0.5081485,0.74407786,0
0.8858263,0.77653927,0
0.9044374,0.76071745,0
0.9002098,0.7660086,0
0.90170383,0.777128,0
0.47758886,0.8782953,0
0.54158807,0.86432695,0
0.48887312,0.8668775,0
0.3321467,0.5852431,0
0.38206667,0.9044107,0
0.38100517,0.8486052,0
0.4345865,0.91365206,0
0.5153275,0.81840354,0
0.519276,0.81184846,0
0.82562983,0.85495615,0
0.83015716,0.85320145,0
0.2671674,0.60407865,0
0.3085158,0.59538865,0
0.29945982,0.6028186,0
0.379923,0.7641425,0
0.38659054,0.757676,0
0.5573945,0.76695514,0
0.45273548,0.88811195,0
0.36336094,0.7627052,0
0.5468927,0.7627604,0
0.8757603,0.78591835,0
0.32102942,0.6030364,0
0.3556334,0.9940695,0
0.51789534,0.8835879,0
0.851823,0.8582903,0
0.37662187,0.98965913,0
0.8577261,0.7904706,0
0.5286574,0.88026863,0
0.31396955,0.6079553,0
0.31922466,0.60455525,0
0.27172077,0.59547806,0
0.29829413,0.58885616,0
0.3045652,0.593186,0
0.85493803,0.8561266,0
0.5096338,0.86590403,0
0.8109468,0.8535785,0
0.54218274,0.75332916,0
0.50990325,0.7422549,0
0.36249787,0.9819273,0
0.07769704,0.84688973,0
0.36533827,0.76386607,0
0.4395449,0.7525731,0
0.3868318,0.75476056,0
0.38425523,0.76321,0
0.37223467,0.7610576,0
0.39897895,0.7575623,0
0.3843111,0.75562483,0
0.3661666,0.7584753,0
0.38155818,0.764058,0
0.43845072,0.7550669,0
0.4372114,0.75490737,0
0.51306057,0.86360574,0
0.50990415,0.8736678,0
0.27964,0.79566455,0
0.8144351,0.8575895,0
0.8344414,0.86280614,0
0.4762476,0.8790605,0
0.4670623,0.90614754,0
0.5538248,0.9058429,0
0.488828,0.8874181,0
0.8260908,0.8593224,0
0.51436543,0.81047183,0
0.36768088,0.9837687,0
0.42954198,0.8681038,0
0.48285538,0.82291025,0
0.8293601,0.85518837,0
0.5153275,0.81840354,0
0.31396955,0.6079553,0
0.58972776,0.889044,0
1,0,0
0.3933847,0.8044273,0
0.3690089,0.80983245,0
0.48519516,0.88384837,0
0.46522602,0.88839436,0
0.47913304,0.89633226,0
0.5195741,0.90205985,0
0.87759376,0.7860769,0
0.9297093,0.7647632,0
0.9297373,0.7648994,0
0.9188458,0.7629035,0
0.90134084,0.76195323,0
0.27937427,0.7955653,0
0.8176175,0.8537208,0
0.8200619,0.85406,0
0.4669402,0.9062327,0
0.55557156,0.8581964,0
0.40016598,0.7588224,0
0.45603734,0.9296172,0
0.4525956,0.9302212,0
0.3758907,0.8632524,0
0.4760779,0.87551594,0
0.507308,0.8083082,0
0.5334987,0.8643272,0
0.5124425,0.86605966,0
0.7683265,0.9082288,0
0.61045784,0.8319273,0
0.5988616,0.8321776,0
0.5931051,0.83819634,0
0.47638816,0.89028233,0
0.4901671,0.7459982,0
0.84356225,0.8546674,0
0.5172523,0.8087087,0
0.06007749,0.73706913,0
0.86123174,0.8278692,0
0.20091647,0.8670125,0
0.58377624,0.8894554,0
0.41832808,0.85685855,0
0.61330545,0.83348036,0
0.443482,0.8490509,0
0.5005057,0.91694283,0
0.46253955,0.8556806,0
0.7665958,0.87278956,0
0.49884018,0.915117,0
0.87298703,0.7870484,0
0.86048543,0.7859365,0
0.4797651,0.82267535,0
0.59932256,0.8383626,0
0.5519923,0.87619525,0
0.0753417,0.7409444,0
0.9111954,0.7670015,0
0.8991264,0.7701118,0
0.20053828,0.869954,0
0.8604622,0.8277097,0
0.8504027,0.8346887,0
0.3697038,0.75757843,0
0.36515498,0.7626815,0
0.4435281,0.89697415,0
0.050907433,0.7352403,0
0.063525915,0.7359799,0
0.3805428,0.9103306,0
0.24721311,0.8472814,0
0.29960603,0.84692025,0
0.4561889,0.92854416,0
0.36855644,0.8079842,0
0.51434255,0.9160359,0
0.50098,0.9163368,0
0.56211203,0.779161,0
0.57972014,0.7775254,0
0.57560956,0.7774555,0
0.22420876,0.8518703,0
0.82549155,0.8511973,0
0.5258998,0.85368985,0
0.27800646,0.87243307,0
0.056056082,0.7349537,0
0.20297514,0.8496578,0
0.21109425,0.8507734,0
0.24766706,0.85073364,0
0.060670406,0.7335367,0
0.39355022,0.80482274,0
0.028165609,0.8472552,0
0.37562636,0.9090693,0
0.37565452,0.91207284,0
0.83166474,0.85163486,0
0.84599364,0.85417736,0
0.6004669,0.87130135,0
0.8528473,0.85587513,0
0.37603822,0.8073766,0
0.37161177,0.9088928,0
0.3706577,0.9112119,0
0.56211215,0.7791635,0
0.57384974,0.77761006,0
0.2544123,0.8443302,0
0.7706716,0.8996455,0
0.90885454,0.77107394,0
0.91763246,0.76533616,0
0.9189235,0.769112,0
0.89900523,0.7701726,0
0.91020155,0.7657353,0
0.39203596,0.8027069,0
0.8804688,0.7770704,0
0.5920962,0.8679617,0
0.46358383,0.87303036,0
0.8395244,0.85609746,0
0.45112154,0.87237746,0
0.84183514,0.78239536,0
0.4608539,0.89270955,0
0.48968524,0.8227322,0
0.5649465,0.90470976,0
0.4782517,0.8297469,0
0.81683326,0.85938334,0
0.8658494,0.79007447,0
0.49977913,0.9086465,0
0.7654181,0.9009876,0
0.7538129,0.9034324,0
0.4954761,0.88343215,0
0.68958944,0.89327866,0
0.4783055,0.8296525,0
0.5258459,0.8537145,0
0.51382744,0.86831325,0
0.5216634,0.8657439,0
0.68319035,0.75299567,0
0.67804337,0.749872,0
0.6746693,0.7506236,0
0.6717925,0.7518154,0
0.66759694,0.7487422,0
0.010605425,0.8462173,0
0.68135,0.7487757,0
0.06507245,0.85293645,0
0.049756438,0.8479363,0
0.6025994,0.8336486,0
0.5519917,0.8761954,0
0.57299864,0.90604216,0
0.36897525,0.910095,0
0.5895751,0.8393424,0
0.5634402,0.9059402,0
0.5153275,0.81840354,0
0.40405837,0.8669664,0
0.55414826,0.9058299,0
0.5129189,0.8688065,0
0.5230891,0.8681924,0
0.40405884,0.86696666,0
0.83954024,0.85856825,0
0.56014997,0.9012352,0
0.4282233,0.87918705,0
0.38180798,0.8514984,0
0.42181742,0.82898813,0
0.37513858,0.8650358,0
0.051634014,0.8522922,0
0.052132457,0.8472294,0
0.062288612,0.7393845,0
0.59224117,0.8678585,0
0.024536997,0.85564023,0
0.020930856,0.84585726,0
0.018690675,0.8483326,0
0.016741306,0.8468839,0
0.4447702,0.9079277,0
0.81902885,0.855197,0
0.41554922,0.8865446,0
0.40190244,0.8846825,0
0.5657146,0.7793498,0
0.050911695,0.8499537,0
0.4049531,0.8891221,0
0.4028158,0.8887876,0
0.40796548,0.89628404,0
0.030150175,0.8433551,0
0.018022746,0.84545416,0
0.21582276,0.86022216,0
0.7665777,0.87277716,0
0.073761255,0.85260904,0
0.054433793,0.7358065,0
0.68095565,0.7469424,0
0.019747078,0.85153794,0
0,0.844986,0
0.51084495,0.8898771,0
0.8224015,0.8516201,0
0.50326496,0.8859554,0
0.49909577,0.8801159,0
0.44480208,0.8489449,0
0.59859306,0.86921966,0
0.60581833,0.87119806,0
0.0012463927,0.8450372,0
0.021201074,0.8542099,0
0.44415838,0.8487729,0
0.031353414,0.84128505,0
0.45054036,0.87829834,0
0.25156242,0.8469912,0
0.25312796,0.8514566,0
0.874941,0.7947064,0
0.0028483272,0.84974253,0
0.009800136,0.8487755,0
0.07498145,0.7361199,0
0.5147141,0.8909089,0
0.5951226,0.87255967,0
0.04825592,0.84998834,0
0.593614,0.8383384,0
0.51885897,0.8906804,0
0.51675117,0.8893311,0
0.06765345,0.7376126,0
0.41280383,0.89301306,0
0.4352074,0.888448,0
0.45640397,0.9309784,0
0.5990698,0.8694631,0
0.5830536,0.8710988,0
0.05750814,0.739886,0
0.07496473,0.7405712,0
0.05395484,0.74249166,0
0.0031918287,0.8485671,0
0.87422454,0.77435637,0
0.87194395,0.7894674,0
0.87558264,0.79039145,0
0.4685046,0.8849518,0
0.4769576,0.8867054,0
0.39417168,0.8868581,0
0.07009968,0.8488871,0
0.6911765,0.8951538,0
0.34979746,0.99506795,0
0.44353676,0.8969806,0
0.44561237,0.8701147,0
0.7754339,0.90338683,0
0.35976928,0.8944175,0
0.6061729,0.835146,0
0.5979639,0.8330554,0
0.5948186,0.84057975,0
0.6006403,0.83753,0
0.49589956,0.9140451,0
0.49659064,0.9156247,0
0.07167682,0.73592377,0
0.47042608,0.8771847,0
0.6886876,0.74750763,0
0.6883924,0.7488513,0
0.5679212,0.7616613,0
0.25437522,0.84434056,0
0.30450755,0.8473091,0
0.522088,0.8554822,0
0.2767064,0.58853555,0
0.68736684,0.7503556,0
0.024228543,0.8459231,0
0.010426968,0.8473332,0
0.06860414,0.7329785,0
0.8442743,0.78286475,0
0.87117124,0.7887412,0
0.8751726,0.7932622,0
0.19995639,0.8527057,0
0.061929643,0.73423976,0
0.6025994,0.8336486,0
0.6103382,0.8321944,0
0.05355987,0.8514416,0
0.06388229,0.7372674,0
0.06541544,0.7409811,0
0.6723381,0.74937487,0
0.667581,0.7509539,0
0.032770425,0.8514496,0
0.40045598,0.89136755,0
0.4308522,0.8897565,0
0.47106278,0.86647934,0
0.033857852,0.8502619,0
0.67591083,0.75402796,0
0.68159676,0.75077176,0
0.6731689,0.74733555,0
0.67686456,0.748187,0
0.47980052,0.8733885,0
0.40928897,0.88776267,0
0.4102313,0.8849414,0
0.40010655,0.89132667,0
0.029368341,0.8446142,0
0.018465102,0.843704,0
0.5258807,0.8934314,0
0.5170623,0.89185584,0
0.5113906,0.89176494,0
0.01052171,0.8502881,0
0.4105676,0.8884611,0
0.41088414,0.8846812,0
0.04873371,0.73927194,0
0.6754108,0.7444627,0
0.6783072,0.7524101,0
0.03462857,0.84608346,0
0.5522123,0.748392,1
0.53118944,0.751181,1
0.3562434,0.97920185,1
0.6025677,0.74970925,1
0.44794604,0.7527898,1
0.44776607,0.75493294,1
0.25001407,0.8698553,1
0.48612306,0.8503335,1
0.4862142,0.85016733,1
0.5057713,0.8432114,1
0.50644124,0.84232885,1
0.3782003,0.96828336,1
0.37499666,0.87686443,1
0.5706081,0.7566755,1
0.52860653,0.7633007,1
0.49019125,0.7488368,1
0.505522,0.7505052,1
0.51016295,0.7406594,1
0.5484589,0.75767446,1
0.5037274,0.7420187,1
0.54451907,0.75703746,1
0.37196955,0.98370874,1
0.35617095,0.9815339,1
0.4692246,0.89757794,1
0.4254712,0.83444446,1
0.36899853,0.8031929,1
0.56778556,0.76084685,1
0.3233828,0.8835209,1
0.38089317,0.9691176,1
0.8422935,0.784486,1
0.8580874,0.7879336,1
0.8597431,0.78671575,1
0.20922989,0.8493655,1
0.83269596,0.85883224,1
0.5149205,0.73797935,1
0.3733041,0.80059147,1
0.38307506,0.7994782,1
0.5052803,0.8591936,1
0.36283147,0.98573416,1
0.42765388,0.83573073,1
0.44844183,0.7548776,1
0.53001475,0.7662642,1
0.50173295,0.8698989,1
0.52835757,0.76299125,1
0.23629667,0.78657186,1
0.44975922,0.7538936,1
0.23629913,0.78657913,1
0.6027788,0.74971324,1
0.37688938,0.8008435,1
0.3456884,0.80614257,1
0.34617,0.80639863,1
0.29700083,0.8841784,1
0.2968742,0.8856189,1
0.2940135,0.88487285,1
0.321565,0.8823627,1
0.26296973,0.873852,1
0.7824422,0.85885215,1
0.7841613,0.85872835,1
0.21837288,0.84825283,1
0.25208366,0.86953753,1
0.25009233,0.8698578,1
0.7852758,0.85860956,1
0.22324528,0.795889,1
0.2513854,0.8040053,1
0.24178435,0.80014694,1
0.292386,0.60869044,1
0.42765385,0.83573073,1
0.2162236,0.8069499,1
0.28290486,0.8066371,1
0.21245839,0.8547822,1
0.3607535,0.80930483,1
0.49153456,0.8917384,1
0.20890467,0.8539643,1
0.27375472,0.8777214,1
0.27434617,0.8790833,1
0.27919775,0.87369704,1
0.31274217,0.868799,1
0.2656706,0.8728806,1
0.31094712,0.8848772,1
0.28146413,0.8727303,1
0.2104685,0.8498313,1
0.19737223,0.8657944,1
0.37955236,0.8103429,1
0.37276196,0.80812746,1
0.34783626,0.8078447,1
0.37939897,0.81026495,1
0.3818038,0.8012361,1
0.37841824,0.79887855,1
0.2764826,0.87825507,1
0.31094712,0.8848772,1
0.2940135,0.88487285,1
0.31274217,0.868799,1
0.24739477,0.85063195,1
0.3747879,0.798955,1
0.5632911,0.90794945,1
0.8399323,0.7841553,1
0.85975796,0.7887708,1
0.40723547,0.87500983,1
0.292386,0.60869044,1
0.31233627,0.88610834,1
0.27161643,0.87847084,1
0.3233828,0.8835209,1
0.31274217,0.868799,1
0.2656706,0.8728806,1
0.2660579,0.8741627,1
0.2438234,0.7974018,1
0.5266541,0.8078755,1
0.24218518,0.80294716,1
0.2814368,0.8080045,1
0.24848151,0.8102481,1
0.24848151,0.8102481,1
0.26827648,0.8131893,1
0.2194441,0.8017793,1
0.25094545,0.7989098,1
0.24945426,0.8012129,1
0.25792608,0.80066556,1
0.20933284,0.80088615,1
0.053372562,0.8480987,1
0.37214342,0.8046903,1
0.20933284,0.80088615,1
0.22324528,0.795889,1
0.24945426,0.8012129,1
0.31274217,0.868799,1
0.25094545,0.7989098,1
0.230376,0.8124842,1
0.2579443,0.7990387,1
0.21043871,0.8070222,1
0.2522938,0.8105841,1
0.056090504,0.7387617,1
0.56254333,0.9481648,1
0.55410373,0.9459362,1
0.27919775,0.87369704,1
0.31094712,0.8848772,1
0.321565,0.8823627,1
0.21113248,0.80007565,1
0.29299182,0.812526,1
0.2924716,0.8114243,1
0.24556074,0.79985183,1
0.22055095,0.80090827,1
0.22055095,0.80090827,1
0.29021657,0.8101253,1
0.23713942,0.8118369,1
0.24875773,0.8115697,1
0.2441454,0.80116624,1
0.2467261,0.80289054,1
0.07464415,0.84919107,1
0.40723762,0.87500966,1
0.82617545,0.85929585,1
0.82582057,0.8616143,1
0.2810244,0.6014936,1
0.24505173,0.8463706,1
0.55338836,0.9486587,1
0.5593014,0.94571084,1
0.47329295,0.88139915,1
0.49201748,0.8783775,1
0.58934104,0.8743587,1
0.22104941,0.8484418,1
0.24174744,0.84591705,1
0.376652,0.8766932,1
0.48520046,0.8451769,1
0.48531592,0.8451595,1
0.37657022,0.8767032,1
0.2107013,0.8054269,1
0.27649158,0.8152312,1
0.26827085,0.8131901,1
0.071929425,0.8517738,1
0.50667745,0.84608865,1
0.5518711,0.9473781,1
0.46255952,0.85568476,1
0.21432805,0.8052255,1
0.23192671,0.8117422,1
0.23150966,0.8128217,1
0.47006714,0.86486626,1
0.5467682,0.95047873,1
0.59024465,0.87381667,1
0.5230228,0.8938168,1
0.025039792,0.8559077,1
0.5569694,0.947264,1
0.77894545,0.9089917,2
0.7839032,0.906297,2
0.68929887,0.89200747,2
0.7764198,0.8996445,2
0.76964056,0.9024345,2
0.43751016,0.91503686,2
0.76308864,0.9079197,2
0.75579715,0.90534306,2
0.490887,0.8880049,2
0.43341014,0.91560763,2
0.77090096,0.9039456,2
0.7643541,0.90269333,2
0.7755108,0.9060731,2
0.68845016,0.8964203,2
0.69028187,0.8955774,2
0.4382863,0.9142786,2
0.7608757,0.9052897,2
0.76005393,0.9041069,2
0.77276576,0.90744376,2
0.76643914,0.9039446,2
0.7618332,0.89899045,2
0.48864654,0.8810885,2
0.28437626,0.81216705,2
0.27445436,0.80979395,2
0.36037922,0.8026391,2
0.2764895,0.8152348,2
0.28897023,0.8135577,2
0.2725279,0.8088194,2
0.2162236,0.8069499,2
0.2127753,0.8079051,2
0.28575706,0.8133639,2
0.5089243,0.84374064,2
0.2869486,0.811719,2
0.55617344,0.95033085,2
0.5057327,0.84359896,2
0.56106365,0.9505553,2
0.27680722,0.80921936,2
0.2748772,0.8080318,2
0.56302226,0.94610304,2
0.5648582,0.9498542,2
0.55884945,0.94914144,2
0.5664682,0.9478684,2
