RDKit_Canonical_Smiles,Molecule_ChEMBL_ID,Fingerprints_tsne_x,Fingerprints_tsne_y,Daylight_tsne_x,Daylight_tsne_y,Molecular_Descriptors_tsne_x,Molecular_Descriptors_tsne_y,Embeddings_tsne_x,Embeddings_tsne_y,Embeddings_Divergence_Pearson_Correlation,Embeddings_Divergence_Kendall_Correlation,Fingerprints_Divergence_Pearson_Correlation,Fingerprints_Divergence_Kendall_Correlation,Daylight_Divergence_Pearson_Correlation,Daylight_Divergence_Kendall_Correlation,Molecular_Descriptors_Divergence_Pearson_Correlation,Molecular_Descriptors_Divergence_Kendall_Correlation,Molecular_weight,aLogP,cx_most_apka,cx_most_bpka,Lipinski_RO5_violations,Follows_Lipinskis_RO5,QED_weighed,Bioactivity_A
COc1cccc(CCc2ccccc2OCCCN2CCc3cc(OC)c(OC)cc3C2)c1,CHEMBL486337,0.3546099,0.71109295,0.2741672,0.91931826,0.7249026,0.30129033,0.44134295,0.58850914,0.300294734647536,0.302517337136372,0.614028483553232,0.368240274381211,0.65027807651183,0.280166115125616,0.329233797603849,0.310180326304742,461.6,5.32,,8.21,1,TRUE,0.36,1
COc1cccc(CCc2ccccc2OCc2cccc(OC)c2OC)c1,CHEMBL258610,0.32556385,0.67972577,0.28226155,0.87526435,0.73697466,0.36588562,0.32083043,0.48390603,0.747242286414865,0.512702182897373,0.445134692662963,0.322784587649833,0.518875496495816,0.249423769326952,0.315891306851682,0.242353331090344,378.47,5.08,,,1,TRUE,0.52,1
COc1cccc(CCc2ccccc2NCc2cccc(OC)c2OC)c1,CHEMBL272423,0.31628352,0.6717633,0.4259353,0.9646549,0.7368914,0.36242762,0.32517314,0.48435512,0.729847638452066,0.523553899537509,0.367419292193116,0.260230291404496,0.667197476175765,0.335720275787264,0.30821641588952,0.267240470224316,377.48,5.11,,3.64,1,TRUE,0.56,1
Cc1ccccc1N1CCN(CC(O)COc2ccc(C(=O)c3ccccc3)cc2)CC1,CHEMBL2059232,0.44283476,0.47897336,0.17278102,0.85541326,0.7414243,0.2125648,0.58067834,0.6476897,0.449615607459733,0.224888143457585,0.309927222624762,0.105464022617368,0.329871269703014,0.069343523870262,0.405740954894315,0.34290118962132,430.55,3.79,,6.78,0,TRUE,0.55,1
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CHEMBL631,0.39573565,0.46487838,0.23183969,0.8392884,0.7776521,0.3170504,0.5484966,0.52624357,0.377836303925511,0.094853343644389,-0.069715456722369,0.034704402452558,0.411259406646229,0.173717855367356,0.420437264669542,0.362249484028744,341.45,3.24,,9.63,0,TRUE,0.49,1
O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCCCC1,CHEMBL319952,0.4016045,0.48649323,0.23101804,0.8392155,0.94907665,0.04459828,0.6017049,0.62226725,0.721227119678574,0.268284966781996,0.262244766159021,0.178327700751736,0.421091686571185,0.17143301914743,0.589887684378489,0.592068856426918,367.49,3.73,,8.02,0,TRUE,0.69,1
COc1ccc(C(C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)C#Cc4cc(OC)c(OC)c(OC)c4)CC3)CC2)c2ccc(OC)cc2)cc1,CHEMBL2316440,0.27984035,0.16255811,0.47044107,0.85703194,0.6607548,0.39132816,0.47807693,0.15779188,0.498218313868898,-0.131470982580007,0.476922030546485,0.314137361340571,0.261050346486228,-0.013608584958245,0.095354903249059,0.010947127383386,699.84,6.55,,11.21,2,FALSE,0.15,1
COc1ccc(C(C(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@H](OC(=O)C#Cc4cc(OC)c(OC)c(OC)c4)CC3)CC2)c2ccc(OC)cc2)cc1,CHEMBL2316438,0.27985132,0.16255376,0.47043842,0.8570329,0.66075516,0.39132726,0.47996178,0.15232259,0.498339426799903,-0.131686912156835,0.476919886308221,0.314142382958637,0.261050343134436,-0.013623649812443,0.095355535560454,0.010967213855649,699.84,6.55,,11.21,2,FALSE,0.15,1
COc1ccc(C(C(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@@H](OC(=O)C#Cc4cc(OC)c(OC)c(OC)c4)CC3)CC2)c2ccc(OC)cc2)cc1,CHEMBL2316437,0.27985066,0.16255134,0.47043842,0.8570329,0.6607547,0.39132598,0.47997278,0.15231806,0.498340537461749,-0.131691933774901,0.476919803807901,0.314137361340571,0.261050343134436,-0.013613606576311,0.095354053314892,0.010947127383386,699.84,6.55,,11.21,2,FALSE,0.15,1
COc1cc(/C=C/C(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@@H](OC(=O)C4c5ccccc5-c5ccccc54)CC3)CC2)cc(OC)c1OC,CHEMBL2316436,0.2548234,0.20843732,0.5125223,0.85888046,0.5521408,0.12920558,0.4820848,0.18245539,0.542577584671222,-0.118500143116115,0.555515723058184,0.391666122658043,0.208236248617173,-0.016340345186026,0.229830314576483,-0.024304631438342,639.79,7.18,11.75,11.06,2,FALSE,0.17,1
COc1cc(/C=C/C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL2316161,0.2407794,0.19163312,0.45842093,0.87417805,0.6574692,0.31125104,0.4451352,0.15516523,0.609963423718003,0.033303371012208,0.570416743871362,0.378901169534848,0.341723366084471,0.056960213720065,0.167943946776959,0.114492891899628,641.76,5.71,,11.21,3,FALSE,0.2,1
Cc1cccc(-c2coc3c(c(O)cc4occ(-c5cccc(C)c5)c(=O)c43)c2=O)c1,CHEMBL3823024,0.13909203,0.5753844,0.80093586,0.8897626,0.77957356,0.9076162,0.10325536,0.40460613,0.581286757844678,0.487614179040771,0.140328415346104,0.283661161299394,0.410845862408502,0.218390169680474,0.639172404701052,0.647864054755723,410.43,5.56,4.5,,1,TRUE,0.39,1
COc1ccc(-c2coc3c(c(O)cc4occ(-c5ccc(OC)cc5)c(=O)c43)c2=O)cc1,CHEMBL3822907,0.14018801,0.57576895,0.8012326,0.88991076,0.77643824,0.91136825,0.11062452,0.4021405,0.698785094714739,0.544614565705362,0.431083788362494,0.448782006538147,0.440777624726313,0.232194597743285,0.666144115332939,0.651434425200488,442.42,4.96,4.5,,0,TRUE,0.39,1
COc1cc(C(=O)/C=C/c2ccccc2SC)cc(OC)c1OC,CHEMBL3233492,0.21825922,0.27265084,0.58564657,0.89491796,0.80420935,0.72925454,0.091718554,0.24809851,0.715483099950426,0.497838193422685,0.656009678602527,0.432456726206318,0.480129597771656,0.274777918941041,0.60299623273159,0.574523322905106,344.43,4.33,,,0,TRUE,0.42,1
COc1cc(/C=C/C(=O)OCCCCN(C)CCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,CHEMBL3339301,0.21500319,0.21839496,0.46765077,0.8828281,0.56188416,0.09193316,0.44046462,0.48325807,-0.059832147327574,0.13087341003018,0.551522099701427,0.373061027724353,0.454231450021714,0.177986230723264,0.229751603948271,-0.002636349484531,599.72,6.92,,10.26,2,FALSE,0.06,1
COc1cc(/C=C/C(=O)OCCCCCN(C)CCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,CHEMBL3339300,0.21516609,0.21829025,0.46786353,0.8828782,0.5618841,0.09193319,0.44046426,0.4832585,-0.059827401483203,0.130878431648246,0.54064649369224,0.370032992030692,0.406068533010226,0.142639061158286,0.229871264520682,0.000286232229749,599.72,6.92,,9.97,2,FALSE,0.06,1
COc1ccc(-c2coc3c(c(O)cc4occ(-c5ccc(OC)c(OC)c5)c(=O)c43)c2=O)cc1OC,CHEMBL3822838,0.14090669,0.5762607,0.80142474,0.8900588,0.75901026,0.83475685,0.13993207,0.37986636,0.790058933974809,0.565383978025399,0.532117643358728,0.501599385353949,0.504146693496041,0.237306604934242,0.565446830921071,0.581111685807401,502.48,4.97,4.5,,1,TRUE,0.32,1
COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](O)C2,CHEMBL3582135,0.25858265,0.08930892,0.30091622,0.85293144,0.75870484,0.658522,0.23077025,0.19880798,0.703968479612774,0.38606199689664,0.580676041181695,0.320896459257102,0.466200874930873,0.016360431658289,0.317049339827106,0.266341600590542,376.41,2.77,13.86,,0,TRUE,0.83,1
CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)C2,CHEMBL235389,0.25785142,0.012594938,0.3432389,0.8576463,0.5293081,0.61468107,0.3818738,0.21771447,0.692832833164129,0.251095968142855,0.420003566132499,0.205841146134107,0.320796613661089,-0.048945711287091,0.530206499130535,0.404611854031606,794.67,3.99,,,2,FALSE,0.2,1
COc1cccc(C(=O)O[C@@H]2Cc3c(OC)cc(OC)cc3O[C@@H]2c2cc(OC)c(OC)c(OC)c2)c1,CHEMBL3582136,0.24703324,0.033477426,0.34037578,0.85300416,0.5589378,0.6269494,0.22857395,0.24660198,0.692460350610151,0.405244577907893,0.564986870854815,0.291058004710278,0.379684710373201,-0.032088139440291,0.060209094085066,0.19608414223231,510.54,4.64,,,1,TRUE,0.38,1
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,CHEMBL1651956,0.9965724,0.34422064,0.30725008,0.62483376,0.26841187,0.060665637,0.9956769,0.07684624,0.708947323492981,0.634541702027227,0.575661926926929,0.512752399078031,0.645166217079601,0.39044586946806,0.710645982325178,0.431593007899005,1216.66,,,,,Undefined,,1
Cl.Cl.Cl.O[C@@H](COc1cccc2ncccc12)CN1CCN([C@@H]2c3ccccc3[C@@H]3[C@H](c4ccccc42)C3(F)F)CC1,CHEMBL2074689,0.39502406,0.53125477,0.65976053,0.867962,0.016837597,0.4782231,0.592942,0.70758283,0.504724513720019,0.285433792476612,0.233428039515133,0.205313876237201,0.038643644718158,0.059360547155505,0.302037024640271,0.200231998754639,637,5.21,,7.63,2,FALSE,0.37,1
COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(=O)/C=C/c1ccc(OC)c(OC)c1)C2,CHEMBL3582165,0.23110309,0.08361599,0.31510296,0.8410513,0.5730799,0.64125556,0.20216866,0.23576784,0.73250031245723,0.436499128749266,0.647913435158073,0.355791683196159,0.309052214661347,-0.050688212755914,0.014444226150528,0.141464002530896,566.6,5.05,,,2,FALSE,0.23,1
COc1cc(OC)c2c(c1)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@H](OC(=O)c1ccc(F)c(N(C)C)c1)C2,CHEMBL3582142,0.23745812,0.024492264,0.3697139,0.85337186,0.56598574,0.6286959,0.25002795,0.25977176,0.664902403669825,0.386082083368903,0.573258873608341,0.305389702669994,0.30531206875915,-0.04503889243192,0.029020341747006,0.166808108908853,541.57,4.84,,0.09,1,TRUE,0.35,1
COc1cc(/C=C/C=C/C(=O)c2cccc(C(=O)/C=C/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,CHEMBL3233505,0.20274054,0.27791923,0.5913941,0.9037507,0.7373409,0.68353885,0.09886485,0.22869392,0.738352036019135,0.504295994255269,0.680605736665818,0.482115507258749,0.516556735704117,0.367140540024807,0.445447939803009,0.397857777733141,570.64,6.64,,,2,FALSE,0.12,1
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,CHEMBL148260,0.4123995,0.49476898,0.20374748,0.8415614,0.94424355,0.057043135,0.6018149,0.663519,0.450923325129913,0.215658409452694,0.250438047598006,0.147555225244678,0.363803457652632,0.061886421042588,0.600553342017133,0.586354255068068,431.53,3.64,13.74,7.43,0,TRUE,0.53,1
CCOC/C=C/c1ccc(-c2nc(-c3ccc(NC(C)C)cc3)c(-c3ccc(NC(C)C)cc3)[nH]2)cc1,CHEMBL313113,0.63853264,0.397749,0.65118235,0.83147204,0.73218274,0.5083539,0.21169841,0.6577195,0.425830551848473,0.531668834331798,0.13284143842541,0.01776146309864,0.268457680932334,0.206493956482658,0.398027260786021,0.360918755241314,494.68,8.1,12.39,5.26,1,TRUE,0.18,1
COc1cc(/C=C/C(=O)c2cccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,CHEMBL3233504,0.1985639,0.27893722,0.59862065,0.9027588,0.7395257,0.69126767,0.104548484,0.24862023,0.73330799307603,0.502382757772209,0.696591075590818,0.491882554396678,0.522706840344092,0.382466518361546,0.395226000876978,0.394428012594218,518.56,5.53,,,2,FALSE,0.23,1
COc1cc(C#CC(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1643346,0.26085144,0.16917574,0.4503355,0.8666377,0.6615173,0.32133672,0.46130872,0.15777129,0.601450176506613,-0.003997207980355,0.502050587454254,0.316582889338603,0.341035540146024,0.032394458142303,0.136604266208302,0.102345597798523,639.74,5.04,,11.21,3,FALSE,0.24,1
COc1cc(C#CC(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1643344,0.26085258,0.16914478,0.4503355,0.8666377,0.6628529,0.31989473,0.46151483,0.1598835,0.601346020424901,-0.004373829335288,0.502047862961709,0.316587910956668,0.341035540146024,0.032404501378434,0.142279585242441,0.108065220775438,639.74,5.04,,11.21,3,FALSE,0.24,1
COc1cc(CCC(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1643341,0.24055265,0.16043207,0.43459052,0.87220407,0.6551804,0.29967088,0.45136705,0.17171308,0.618241808448264,0.00123531804418,0.404650174336114,0.234735536484566,0.424104312843531,0.072923937551158,0.206716452701216,0.134785250503417,643.77,5.63,,11.21,3,FALSE,0.24,1
COc1ccc(C(C#N)(CCC(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)CC3)CC2)C(C)C)cc1OC,CHEMBL2316432,0.25767684,0.24337505,0.50711435,0.87501633,0.6932445,0.3287856,0.4583387,0.13895348,0.681993424596516,0.007221086778582,0.479451306941489,0.372378087667408,0.2094850320253,-0.003414700284726,0.269720120928936,0.210671942713381,720.9,7.28,,11.21,3,FALSE,0.13,1
COc1cc(/C=C/C(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1641620,0.24077412,0.19164544,0.45842093,0.87417805,0.6574668,0.3112535,0.44352856,0.15583321,0.610709921045203,0.03585435298962,0.570417658606363,0.378901169534848,0.341723366084471,0.056965235338131,0.167936650896719,0.114467783809299,641.76,5.71,,11.21,3,FALSE,0.2,1
COc1cc(C#CC(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@H](OC(=O)C4c5ccccc5-c5ccccc54)CC3)CC2)cc(OC)c1OC,CHEMBL2316442,0.27249378,0.19417223,0.49465498,0.8556897,0.550553,0.11827475,0.49011528,0.1673328,0.523646424220392,-0.146073847915275,0.47827368004974,0.332395964627722,0.169218420355051,-0.032580258010736,0.217556660344221,-0.070267501594364,637.77,6.52,11.75,11.06,2,FALSE,0.2,1
COc1cc(CCC(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1643343,0.24055246,0.16042888,0.43459052,0.87220407,0.6573086,0.29694778,0.45025513,0.16959623,0.618136611719369,0.002711673755518,0.404650090838642,0.2347305148665,0.424104312843531,0.072933980787289,0.211000537274759,0.138847739518628,643.77,5.63,,11.21,3,FALSE,0.24,1
COc1cc(C(=O)/C=C/c2cccc(/C=C/C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc(OC)c1OC,CHEMBL3233503,0.19484456,0.29129303,0.59811354,0.89730734,0.7400477,0.69292086,0.10455006,0.24862058,0.73330759452012,0.502377736154144,0.706560477306964,0.5059933011615,0.517694275462614,0.381914140374311,0.39546637055571,0.400293262495041,518.56,5.53,,,2,FALSE,0.23,1
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,CHEMBL67,0.16527745,0.2615795,0.59162104,0.9195431,0.81809366,0.7110804,0.12491137,0.25648162,0.74879612550098,0.520812096073597,0.732565656334043,0.549786832313108,0.489196502238265,0.478987039203772,0.596133898511613,0.530614294537986,316.35,3.6,9.84,,0,TRUE,0.83,1
Cc1ccc(NC(=O)N2CCN(CC(O)COc3ccccc3C(=O)c3ccccc3)CC2)cc1,CHEMBL2059234,0.4172238,0.46404153,0.17440027,0.8420566,0.73770654,0.49700934,0.5748428,0.63060963,0.501405814687534,0.216848532934282,0.358181458610154,0.168359788891177,0.30234947601242,0.022331135538493,0.453866565493577,0.425426460914236,473.57,3.82,13.6,5.84,0,TRUE,0.49,1
O=C(c1ccccc1)c1ccccc1OCC(O)CN1CCN(CC(O)COc2ccccc2C(=O)c2ccccc2)CC1,CHEMBL2059236,0.41878167,0.48394257,0.18821892,0.844845,0.9259015,0.08883318,0.5877031,0.6283457,0.437573751729131,0.18679414881063,0.297479128088082,0.153596231777803,0.320053129933978,0.088937877562908,0.406332173771065,0.311480925383777,594.71,3.95,13.78,6.64,1,TRUE,0.21,1
O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(O)(c2ccccc2)CC1,CHEMBL344278,0.40170446,0.4914266,0.22817144,0.8386929,0.94112545,0.05888754,0.6041203,0.6611443,0.566921927536683,0.251783929817866,0.233618417343835,0.146706571791563,0.427743521737286,0.084850280457369,0.600341560299696,0.567714008807918,459.59,4.23,13.74,7.43,0,TRUE,0.44,1
Cc1ccc(NC(=S)N2CCN(CC(O)COc3ccccc3C(=O)c3ccccc3)CC2)cc1,CHEMBL2059235,0.4172356,0.46319333,0.17463785,0.8421435,0.7371594,0.49844968,0.5685939,0.6315223,0.48036259697223,0.226525190947027,0.365096447215621,0.168877015551951,0.27635889130236,0.012393353386328,0.472507893028783,0.445713797899959,489.64,3.98,13.77,5.92,0,TRUE,0.37,1
O=C(c1ccccc1)c1ccc(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)cc1,CHEMBL2058786,0.4338416,0.5047414,0.1804541,0.85641974,0.9473665,0.040167272,0.57959455,0.66088414,0.430009772363358,0.237989544991187,0.271504261098137,0.090680379031732,0.348227268166336,0.086135814682207,0.649530913422774,0.606023933031701,434.51,3.62,,6.67,0,TRUE,0.55,1
Cc1ccccc1N1CCN(CC(O)COc2cccc(C(=O)c3ccccc3)c2)CC1,CHEMBL2059231,0.4393027,0.47527292,0.17011237,0.8571648,0.7405552,0.21538135,0.58108443,0.6468096,0.451315786030071,0.223813517191509,0.314512443264403,0.115924053048373,0.335776949536125,0.065316186181512,0.368010743937983,0.335780535204053,430.55,3.79,,6.76,0,TRUE,0.55,1
COc1cc(C#CC(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1643347,0.26085144,0.16917574,0.4503355,0.8666377,0.6616307,0.32122985,0.4621789,0.16528788,0.601027752640031,-0.005343001621983,0.502050587454254,0.316592932574734,0.341035540146024,0.032399479760368,0.137096851562099,0.10301347300127,639.74,5.04,,11.21,3,FALSE,0.24,1
COc1cc(C#CC(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@@H](OC(=O)C4c5ccccc5-c5ccccc54)CC3)CC2)cc(OC)c1OC,CHEMBL2316444,0.27238786,0.19395413,0.49465498,0.8556897,0.55127275,0.118356526,0.4914394,0.16228014,0.523877406184328,-0.146093934387538,0.478273411094146,0.332340726828999,0.169218420355051,-0.032580258010736,0.217607015826315,-0.070041528781404,637.77,6.52,11.75,11.06,2,FALSE,0.2,1
COc1ccc(C(C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@@H](OC(=O)C#Cc4cc(OC)c(OC)c(OC)c4)CC3)CC2)c2ccc(OC)cc2)cc1,CHEMBL2316439,0.27986294,0.16254911,0.47043842,0.8570329,0.6607536,0.39132434,0.4780734,0.15781105,0.49821822553816,-0.131476004198073,0.476917621750491,0.314147404576703,0.261050343134436,-0.013613606576311,0.095350977895286,0.010922019293057,699.84,6.55,,11.21,2,FALSE,0.15,1
COc1ccc(C(C#N)(CCC(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@@H](OC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)CC3)CC2)C(C)C)cc1OC,CHEMBL2316431,0.25763857,0.24338712,0.50711435,0.87501633,0.6932447,0.32878554,0.4583387,0.13895348,0.681993424596516,0.007216065160516,0.47944377707758,0.37238813090354,0.2094850320253,-0.003414700284726,0.269719790103986,0.210681985949513,720.9,7.28,,11.21,3,FALSE,0.13,1
COc1cc2c(cc1OC)C(=O)/C(=C/C=C/c1cc(OC)c(OC)c(OC)c1)CC2,CHEMBL3233496,0.164451,0.19057578,0.54618317,0.8901115,0.80702937,0.69978654,0.14044368,0.21850896,0.725921690468415,0.458508880731549,0.481092437613573,0.371981379840212,0.480746002886562,0.156353100095913,0.509449703475203,0.465438713662316,410.47,4.5,,,0,TRUE,0.63,1
Cc1cccc(N2CCN(CC(O)COc3cccc(C(=O)c4ccccc4)c3)CC2)c1C,CHEMBL2058783,0.43797195,0.4724927,0.16665867,0.85619175,0.7359454,0.22407502,0.5750895,0.6424958,0.470716551444785,0.225094029798282,0.313461195502377,0.119760569250624,0.331501305446986,0.044225390305264,0.364554154963026,0.348133715645855,444.58,4.1,,6.78,0,TRUE,0.53,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,CHEMBL405355,0.57839155,0.41149405,0.71809214,0.8059846,0.5954846,0.42920363,0.47770715,0.3546499,-0.017244111657592,-0.38025198479454,0.370543980441325,0.056116581885015,0.451154133595974,0.196696779636334,-0.106186403762681,-0.098388562762693,609.72,6.02,,9.59,2,FALSE,0.13,1
COc1cc(OC)c(C(=O)Nc2ccc(-c3cccnc3)cn2)cc1OC,CHEMBL3317921,0.047131956,0.5052584,0.5965006,0.96310735,0.8024579,0.78023124,0.2006038,0.5596917,0.811150566438781,0.606003846559438,0.493312069299221,0.431497597155756,0.676158191890452,0.258548049352462,0.614368953946551,0.583260938339552,365.39,3.42,13.48,4.63,0,TRUE,0.72,1
COc1ccc(C(=O)Nc2ccc(-c3cccnc3)cc2F)c(OC)c1OC,CHEMBL3317924,0.066102654,0.5079569,0.5833387,0.9728658,0.7948511,0.7487844,0.1885158,0.5419141,0.817190263825594,0.611768664098946,0.558335344355888,0.469285273100699,0.606093203665834,0.239345381868946,0.59778987655013,0.571831735621852,382.39,4.17,13.45,4.71,0,TRUE,0.69,1
COc1ccc(N(C)c2nc(C)nc3c2CCC3)cc1.Cl,CHEMBL2425924,0.3657084,0.1438528,0.7449019,0.84434813,0.008804858,0.5244636,0.33984616,0.7936425,0.57102460283958,0.455962920372202,0.141921011757474,0.09031380091293,0.373721727360022,0.182631227434104,0.302144814104982,0.19329212258774,305.81,3.05,,5.73,0,TRUE,0.86,1
C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(CC)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,CHEMBL3704745,0.9965724,0.34422064,0.30149692,0.6232703,0.26841187,0.060665637,0.9956769,0.07684624,0.708947323492981,0.634541702027227,0.575661926926929,0.512757420696097,0.644576409054172,0.389682583522062,0.710645982325178,0.431593007899005,1216.66,,,,,Undefined,,1
COc1cc(C#CC(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@@H](OC(=O)C4c5ccccc5-c5ccccc54)CC3)CC2)cc(OC)c1OC,CHEMBL2316443,0.27248043,0.19412662,0.49465498,0.8556897,0.54860526,0.120788485,0.49011528,0.1673328,0.523646424220392,-0.146068826297209,0.478273499191753,0.33235077006513,0.169218420355051,-0.032585279628802,0.217351921842348,-0.071839268048951,637.77,6.52,11.75,11.06,2,FALSE,0.2,1
COc1cc(C#CC(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL1643345,0.26080763,0.16923851,0.4503355,0.8666377,0.6627945,0.31994647,0.46134478,0.1578511,0.601438878921624,-0.004042402542947,0.50206222754006,0.316723494644444,0.341035540146024,0.032399479760368,0.142030905400874,0.107809118254084,639.74,5.04,,11.21,3,FALSE,0.24,1
COc1cc(/C=C/C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)C4c5ccccc5-c5ccccc54)CC3)CC2)cc(OC)c1OC,CHEMBL2316433,0.2548643,0.20840685,0.5125233,0.85888016,0.5521408,0.12920558,0.48235166,0.1825456,0.54266798448721,-0.118590532241299,0.555516563771696,0.391656079421911,0.208237240239752,-0.016340345186026,0.229830314576483,-0.024309653056408,639.79,7.18,11.75,11.06,2,FALSE,0.17,1
COc1ccc(C(C#N)(CCC(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@H](OC(=O)/C=C/c4cc(OC)c(OC)c(OC)c4)CC3)CC2)C(C)C)cc1OC,CHEMBL2316430,0.25767684,0.24337505,0.50711435,0.87501633,0.6932445,0.3287856,0.45337006,0.13879585,0.679576334904225,0.011715434947449,0.479451306941489,0.372378087667408,0.2094850320253,-0.00340967866666,0.269720120928936,0.210687007567578,720.9,7.28,,11.21,3,FALSE,0.13,1
COc1cc(/C=C/C(=O)O[C@H]2CC[C@@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL2316428,0.24077828,0.19163631,0.45842093,0.87417805,0.6613965,0.30631614,0.44513732,0.15516514,0.609962422884953,0.033303371012208,0.5704169618606,0.378906191152913,0.341723366084471,0.056960213720065,0.179492619904588,0.127910655371374,641.76,5.71,,11.21,3,FALSE,0.2,1
COc1cc(/C=C/C(=O)O[C@H]2CC[C@H](N(C)[C@H]3CC[C@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)CC2)cc(OC)c1OC,CHEMBL2316160,0.24077235,0.1916431,0.45842093,0.87417805,0.6613965,0.30631614,0.44112855,0.16002777,0.611762107096136,0.039555285504095,0.570417669146267,0.378881083062584,0.341723366084471,0.056955192101999,0.179492619904588,0.127905633753308,641.76,5.71,,11.21,3,FALSE,0.2,1
